Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:44,14,23,.609,3,7,.429,6,10,.600,0,8,8,8,0,1,5,1,37,-1,0
J.R. Smith,30:56,6,10,.600,6,9,.667,0,0,nan,0,6,6,3,1,0,0,4,18,-5,0
George Hill,23:42,3,7,.429,1,4,.250,0,0,nan,1,0,1,4,1,0,0,3,7,-5,0
Tristan Thompson,23:08,1,2,.500,0,0,nan,0,0,nan,1,3,4,1,0,0,1,3,2,-6,0
Cedi Osman,14:49,2,6,.333,1,2,.500,0,0,nan,0,3,3,1,0,0,0,3,5,-4,0
Jeff Green,26:35,3,7,.429,0,2,.000,4,4,1.000,0,4,4,1,0,0,0,4,10,+14,0
Larry Nance,24:52,5,10,.500,0,0,nan,3,6,.500,8,1,9,2,1,2,0,3,13,+14,0
Rodney Hood,24:26,5,10,.500,4,8,.500,0,0,nan,0,2,2,0,2,0,0,5,14,+8,0
Jordan Clarkson,23:32,6,10,.600,1,3,.333,1,2,.500,0,3,3,4,0,0,1,2,14,+16,0
Kyle Korver,8:16,0,3,.000,0,1,.000,0,0,nan,0,1,1,0,1,0,0,0,0,+9,0
John Holland,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Ante Zizic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Jose Calderon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,45,88,.511,16,36,.444,14,22,.636,10,31,41,24,6,3,7,28,120,nan,0
Steven Adams,42:07,8,12,.667,0,0,nan,6,10,.600,12,5,17,1,2,1,1,3,22,-1,1
Paul George,39:31,8,19,.421,5,13,.385,4,4,1.000,0,4,4,6,1,0,3,3,25,-4,1
Russell Westbrook,38:58,7,19,.368,0,3,.000,7,8,.875,2,5,7,12,2,0,1,2,21,-3,1
Carmelo Anthony,36:16,10,22,.455,3,9,.333,1,2,.500,2,5,7,0,1,1,1,3,24,+3,1
Alex Abrines,23:25,0,3,.000,0,3,.000,0,0,nan,0,3,3,1,0,0,0,2,0,+1,1
Jerami Grant,21:22,5,9,.556,1,2,.500,3,6,.500,0,6,6,2,0,1,0,1,14,-19,1
Josh Huestis,14:46,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,2,0,-2,1
Raymond Felton,14:00,2,6,.333,2,5,.400,0,0,nan,1,2,3,0,0,0,2,2,6,-11,1
Patrick Patterson,9:35,0,0,nan,0,0,nan,0,0,nan,1,2,3,1,0,0,1,2,0,-4,1
Dakari Johnson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Nick Collison,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kyle Singler,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Terrance Ferguson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,45,88,.511,16,36,.444,14,22,.636,10,31,41,24,6,3,7,28,120,nan,240,1
