Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jordan Clarkson,35:47,8,15,.533,3,5,.600,3,3,1.000,1,5,6,7,1,0,2,1,22,-11,0
Lou Williams,35:33,9,15,.600,4,6,.667,6,7,.857,1,3,4,2,0,1,0,0,28,-19,0
Kobe Bryant,33:05,5,16,.313,3,7,.429,4,4,1.000,0,6,6,3,1,0,3,2,17,-19,0
Julius Randle,26:40,2,7,.286,0,0,nan,3,4,.750,1,7,8,0,0,0,1,3,7,-25,0
Roy Hibbert,16:54,4,6,.667,0,0,nan,1,2,.500,2,1,3,0,0,0,1,2,9,-17,0
Brandon Bass,31:06,2,5,.400,0,0,nan,3,3,1.000,2,5,7,1,0,1,0,2,7,+8,0
D'Angelo Russell,28:14,5,11,.455,3,5,.600,2,2,1.000,1,1,2,3,2,0,4,2,15,+11,0
Tarik Black,17:46,2,3,.667,0,0,nan,0,0,nan,2,3,5,0,1,1,0,4,4,+17,0
Metta World Peace,14:55,1,8,.125,0,5,.000,0,2,.000,1,2,3,0,0,0,0,3,2,+10,0
Robert Sacre,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Ryan Kelly,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Nick Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Marcelo Huertas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,38,86,.442,13,28,.464,22,27,.815,11,33,44,16,5,3,11,19,111,nan,0
LeBron James,36:40,12,22,.545,3,6,.500,2,5,.400,1,6,7,11,1,0,1,1,29,+16,1
Kyrie Irving,35:50,15,24,.625,3,6,.500,2,4,.500,1,2,3,7,2,0,1,5,35,+7,1
Tristan Thompson,34:24,6,6,1.000,0,0,nan,3,3,1.000,7,6,13,4,0,1,0,2,15,+18,1
J.R. Smith,32:48,3,9,.333,3,7,.429,0,0,nan,0,1,1,1,0,0,0,1,9,+14,1
Kevin Love,19:40,2,9,.222,2,5,.400,2,2,1.000,0,6,6,3,1,0,0,2,8,+16,1
Timofey Mozgov,18:42,3,3,1.000,0,0,nan,0,2,.000,1,4,5,0,1,0,0,1,6,-11,1
Anderson Varejao,18:34,3,8,.375,0,0,nan,2,2,1.000,3,3,6,0,0,0,2,4,8,-5,1
Iman Shumpert,18:27,2,6,.333,0,2,.000,0,0,nan,0,4,4,0,1,0,2,4,4,-4,1
Richard Jefferson,15:23,2,3,.667,2,3,.667,0,0,nan,0,1,1,0,0,0,0,0,6,-5,1
Mo Williams,8:55,0,4,.000,0,2,.000,0,0,nan,0,0,0,0,0,0,0,0,0,+1,1
Jared Cunningham,0:37,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Sasha Kaun,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,38,86,.442,13,28,.464,22,27,.815,11,33,44,16,5,3,11,19,111,nan,240,1
