Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Allen Iverson,46:02,10,22,.455,0,2,.000,14,14,1.000,0,5,5,9,4,0,2,2,34,+8,0
Samuel Dalembert,44:31,6,11,.545,0,0,nan,1,2,.500,1,7,8,0,0,5,1,6,13,+11,0
John Salmons,34:55,1,5,.200,0,2,.000,1,2,.500,1,2,3,4,2,0,1,2,3,+6,0
Chris Webber,34:21,12,19,.632,0,1,.000,2,3,.667,3,5,8,4,1,0,3,5,26,+5,0
Andre Iguodala,31:57,2,5,.400,1,2,.500,5,6,.833,2,5,7,2,2,0,1,2,10,+1,0
Kyle Korver,22:27,3,6,.500,2,4,.500,1,2,.500,0,1,1,0,1,1,5,1,9,+7,0
Michael Bradley,13:42,2,3,.667,0,0,nan,0,0,nan,1,1,2,0,0,0,0,1,4,+2,0
Kevin Ollie,9:09,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-10,0
Zendon Hamilton,2:55,0,1,.000,0,0,nan,1,2,.500,0,0,0,0,1,0,0,1,1,-5,0
Team Totals,240,36,74,.486,3,11,.273,25,31,.806,8,26,34,19,11,6,13,20,100,nan,0
LeBron James,47:11,10,17,.588,2,7,.286,9,10,.900,2,2,4,6,2,1,4,0,31,-7,1
Zydrunas Ilgauskas,35:43,8,15,.533,0,0,nan,10,12,.833,3,8,11,2,0,3,6,4,26,-2,1
Drew Gooden,33:23,9,19,.474,0,0,nan,0,0,nan,6,4,10,1,4,0,2,6,18,-6,1
Eric Snow,32:21,0,4,.000,0,0,nan,0,0,nan,0,2,2,5,1,1,1,4,0,-14,1
Sasha Pavlovic,23:34,4,8,.500,2,6,.333,2,2,1.000,0,2,2,0,0,0,2,5,12,+11,1
Damon Jones,28:59,2,6,.333,2,6,.333,0,0,nan,0,1,1,2,0,0,1,4,6,+1,1
Anderson Varejao,14:58,0,3,.000,0,0,nan,0,0,nan,2,2,4,1,0,2,0,0,0,-5,1
Donyell Marshall,11:25,1,3,.333,0,2,.000,0,0,nan,1,3,4,1,0,0,2,1,2,0,1
Luke Jackson,10:35,0,3,.000,0,2,.000,0,0,nan,0,1,1,1,0,1,0,2,0,-4,1
Mike Wilks,1:51,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,1,0,0,+1,1
240,36,74,.486,3,11,.273,25,31,.806,8,26,34,19,11,6,13,20,100,nan,240,1
