Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,36:19,9,21,.429,1,4,.250,5,10,.500,4,4,8,7,3,0,3,5,24,+5,0
Drew Gooden,35:10,2,11,.182,0,0,nan,3,4,.750,3,6,9,1,0,0,1,2,7,+9,0
Larry Hughes,33:20,6,15,.400,0,2,.000,5,5,1.000,1,8,9,3,0,1,3,1,17,+5,0
Zydrunas Ilgauskas,31:33,7,16,.438,0,0,nan,4,5,.800,5,6,11,1,1,0,1,2,18,0,0
Sasha Pavlovic,20:27,1,5,.200,0,1,.000,0,0,nan,1,2,3,1,1,0,2,3,2,-3,0
Daniel Gibson,33:40,2,8,.250,1,6,.167,3,3,1.000,0,3,3,1,1,0,1,3,8,+14,0
Anderson Varejao,22:07,1,3,.333,0,0,nan,0,2,.000,0,6,6,0,0,1,0,2,2,+3,0
Devin Brown,20:15,3,7,.429,0,2,.000,1,1,1.000,1,5,6,1,1,0,1,2,7,0,0
Ira Newble,7:11,1,2,.500,0,1,.000,1,2,.500,1,0,1,0,1,0,0,0,3,+2,0
Team Totals,240,32,88,.364,2,16,.125,22,32,.688,16,40,56,15,8,2,12,20,88,nan,0
Dirk Nowitzki,39:55,6,17,.353,0,2,.000,7,8,.875,4,16,20,1,0,1,1,1,19,-4,1
Josh Howard,35:10,9,18,.500,1,2,.500,0,2,.000,0,7,7,2,0,1,3,3,19,-5,1
Devin Harris,32:10,2,8,.250,0,3,.000,5,6,.833,1,3,4,6,3,0,3,4,9,-2,1
Erick Dampier,23:50,0,3,.000,0,0,nan,1,2,.500,0,2,2,0,1,3,0,3,1,+5,1
Eddie Jones,18:51,3,4,.750,2,3,.667,1,1,1.000,0,2,2,3,1,0,1,2,9,-1,1
Jerry Stackhouse,27:47,3,8,.375,0,4,.000,5,6,.833,0,2,2,0,0,0,2,2,11,-9,1
Jason Terry,27:32,3,12,.250,1,6,.167,4,4,1.000,0,1,1,0,2,1,1,1,11,-2,1
Brandon Bass,18:38,1,4,.250,0,0,nan,0,0,nan,1,3,4,2,1,1,1,0,2,-4,1
Devean George,6:21,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,1,2,0,-4,1
Juwan Howard,5:42,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,0,0,0,1,0,-6,1
DeSagana Diop,4:05,0,0,nan,0,0,nan,0,2,.000,0,0,0,0,0,1,0,1,0,-3,1
240,32,88,.364,2,16,.125,22,32,.688,16,40,56,15,8,2,12,20,88,nan,240,1
