Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,38:28,16,23,.696,4,8,.500,6,8,.750,2,7,9,6,2,0,3,2,42,+19,0
Dwyane Wade,33:42,4,7,.571,0,0,nan,5,6,.833,1,2,3,7,0,1,1,1,13,-9,0
Chris Bosh,33:07,8,12,.667,2,4,.500,4,6,.667,0,5,5,1,3,2,3,5,22,+10,0
Mario Chalmers,29:54,4,8,.500,2,6,.333,0,0,nan,0,2,2,9,4,0,2,4,10,+17,0
Shane Battier,22:49,1,4,.250,0,2,.000,0,0,nan,0,3,3,3,1,0,0,3,2,+1,0
Chris Andersen,26:49,7,9,.778,1,1,1.000,3,3,1.000,2,1,3,0,0,1,0,4,18,+6,0
Norris Cole,21:42,1,4,.250,1,2,.500,0,0,nan,1,0,1,2,1,0,2,1,3,+2,0
Ray Allen,21:36,0,5,.000,0,3,.000,0,0,nan,0,1,1,1,0,0,0,1,0,+4,0
Michael Beasley,6:33,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,1,1,1,2,-8,0
Greg Oden,5:20,2,3,.667,0,0,nan,1,1,1.000,1,0,1,0,0,0,0,1,5,+13,0
Toney Douglas,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Udonis Haslem,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Rashard Lewis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,44,77,.571,10,26,.385,19,24,.792,7,21,28,29,11,5,12,23,117,nan,0
Monta Ellis,37:18,4,13,.308,1,3,.333,3,4,.750,0,2,2,2,3,0,3,2,12,-20,1
Dirk Nowitzki,36:16,7,14,.500,1,5,.200,7,7,1.000,2,7,9,7,1,0,1,1,22,+7,1
Jose Calderon,29:04,4,9,.444,2,6,.333,2,2,1.000,0,3,3,3,0,0,2,2,12,-20,1
Shawn Marion,27:30,3,9,.333,1,4,.250,0,0,nan,3,4,7,0,1,0,4,4,7,-21,1
Samuel Dalembert,19:06,3,8,.375,0,0,nan,1,2,.500,4,5,9,0,0,0,0,2,7,+1,1
Vince Carter,26:26,2,9,.222,1,5,.200,10,11,.909,6,1,7,1,1,0,2,3,15,-13,1
Brandan Wright,22:45,5,13,.385,0,0,nan,2,2,1.000,3,2,5,0,0,1,1,0,12,-9,1
Devin Harris,18:54,2,3,.667,1,1,1.000,4,4,1.000,0,4,4,5,0,0,3,1,9,+5,1
Jae Crowder,13:53,2,3,.667,1,1,1.000,0,0,nan,2,1,3,1,0,0,0,1,5,+9,1
DeJuan Blair,6:08,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,-3,1
Shane Larkin,0:54,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+3,1
Bernard James,0:54,0,0,nan,0,0,nan,0,0,nan,1,0,1,1,0,0,0,0,0,+3,1
Wayne Ellington,0:52,1,2,.500,1,2,.500,0,0,nan,0,0,0,0,0,0,0,0,3,+3,1
240,44,77,.571,10,26,.385,19,24,.792,7,21,28,29,11,5,12,23,117,nan,240,1
