Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jermaine O'Neal,39:00,14,26,.538,1,1,1.000,3,5,.600,3,9,12,1,0,2,0,2,32,-8,0
Jamaal Tinsley,31:00,2,7,.286,1,4,.250,1,2,.500,1,1,2,8,1,0,5,4,6,-4,0
Metta World Peace,28:00,8,15,.533,1,2,.500,4,6,.667,4,2,6,0,3,0,2,5,21,+4,0
Reggie Miller,26:00,1,2,.500,1,2,.500,0,0,nan,0,1,1,4,0,0,0,1,3,+8,0
Jeff Foster,25:00,3,5,.600,0,0,nan,0,1,.000,2,3,5,0,1,0,0,1,6,-1,0
Al Harrington,33:00,8,10,.800,0,1,.000,2,2,1.000,2,3,5,1,1,0,2,5,18,-11,0
Jonathan Bender,18:00,4,6,.667,1,1,1.000,1,1,1.000,0,1,1,1,0,0,4,3,10,-5,0
Anthony Johnson,17:00,2,3,.667,0,0,nan,0,0,nan,0,0,0,5,1,0,0,3,4,0,0
Fred Jones,14:00,1,2,.500,0,0,nan,2,2,1.000,0,0,0,2,0,0,2,2,4,-3,0
Austin Croshere,9:00,0,1,.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,0,0,+5,0
Team Totals,240,43,77,.558,5,11,.455,13,19,.684,13,21,34,22,7,2,15,26,104,nan,0
LeBron James,44:00,12,22,.545,0,2,.000,2,4,.500,0,3,3,4,3,1,4,3,26,+5,1
Carlos Boozer,40:00,8,16,.500,0,0,nan,3,4,.750,4,5,9,2,3,1,3,1,19,+8,1
Jeff McInnis,35:00,6,11,.545,3,4,.750,1,2,.500,0,3,3,10,0,0,2,1,16,-7,1
Zydrunas Ilgauskas,29:00,4,11,.364,0,0,nan,6,6,1.000,4,5,9,3,0,4,2,3,14,-5,1
Eric Williams,8:00,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,4,0,-4,1
Lee Nailon,28:00,7,9,.778,0,1,.000,1,1,1.000,2,1,3,3,0,0,1,4,15,+7,1
Tony Battie,18:00,2,4,.500,0,0,nan,2,2,1.000,0,1,1,2,0,0,1,2,6,+6,1
Ira Newble,17:00,2,2,1.000,0,0,nan,0,0,nan,1,1,2,0,0,0,2,1,4,-1,1
Kevin Ollie,13:00,1,1,1.000,1,1,1.000,4,4,1.000,0,0,0,4,2,1,0,1,7,+11,1
Dajuan Wagner,6:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,-5,1
DeSagana Diop,2:00,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,0,1,0,0,1
240,43,77,.558,5,11,.455,13,19,.684,13,21,34,22,7,2,15,26,104,nan,240,1
