Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:36,10,20,.500,1,1,1.000,1,4,.250,3,7,10,4,1,2,7,2,22,-5,0
Chris Bosh,36:09,5,10,.500,0,0,nan,4,4,1.000,1,4,5,3,1,2,1,3,14,-10,0
Dwyane Wade,35:45,9,16,.563,4,6,.667,8,10,.800,1,4,5,3,0,1,2,3,30,+7,0
Mario Chalmers,26:04,1,6,.167,1,3,.333,0,0,nan,0,4,4,1,3,0,2,3,3,+11,0
Udonis Haslem,24:20,0,2,.000,0,0,nan,0,0,nan,1,3,4,0,0,0,0,1,0,-6,0
Shane Battier,17:15,0,3,.000,0,3,.000,0,0,nan,1,0,1,0,0,0,0,2,0,-5,0
Ray Allen,16:28,0,5,.000,0,4,.000,0,0,nan,0,1,1,1,0,2,1,3,0,-20,0
Norris Cole,15:02,2,2,1.000,1,1,1.000,0,0,nan,0,3,3,0,0,0,1,1,5,-18,0
Mike Miller,14:29,1,3,.333,1,1,1.000,0,0,nan,0,2,2,1,0,0,0,1,3,-4,0
Joel Anthony,11:51,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,3,0,2,0,0,0
Team Totals,240,28,68,.412,8,19,.421,13,18,.722,7,29,36,13,5,10,14,21,77,nan,0
Paul George,43:34,12,27,.444,4,9,.444,1,3,.333,4,7,11,2,0,0,1,2,29,+5,1
David West,33:41,6,13,.462,1,1,1.000,1,2,.500,5,6,11,1,2,0,1,2,14,-3,1
Roy Hibbert,29:25,3,12,.250,0,0,nan,0,0,nan,9,5,14,1,0,0,1,4,6,-10,1
Lance Stephenson,26:12,5,11,.455,3,4,.750,0,2,.000,1,3,4,2,2,0,0,4,13,+3,1
George Hill,23:28,0,4,.000,0,3,.000,0,0,nan,0,1,1,4,0,0,5,2,0,-7,1
D.J. Augustin,24:32,0,2,.000,0,0,nan,4,4,1.000,0,3,3,8,2,0,0,0,4,+17,1
Gerald Green,21:48,3,11,.273,1,5,.200,0,0,nan,2,2,4,0,2,2,1,2,7,+7,1
Ian Mahinmi,17:55,3,7,.429,0,0,nan,1,2,.500,1,4,5,0,1,0,0,4,7,+17,1
Tyler Hansbrough,14:59,1,4,.250,0,0,nan,5,6,.833,0,2,2,0,0,0,0,1,7,+16,1
Orlando Johnson,4:26,0,0,nan,0,0,nan,0,0,nan,0,0,0,2,0,0,0,0,0,+5,1
240,28,68,.412,8,19,.421,13,18,.722,7,29,36,13,5,10,14,21,77,nan,240,1
