Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Richard Hamilton,38:22,11,24,.458,0,1,.000,0,0,nan,1,3,4,2,1,2,1,0,22,+13,0
Tayshaun Prince,37:00,2,12,.167,0,2,.000,0,0,nan,4,1,5,2,2,0,0,1,4,+14,0
Ben Wallace,36:52,0,3,.000,0,0,nan,0,0,nan,2,10,12,4,2,0,1,0,0,+17,0
Chauncey Billups,36:15,4,15,.267,1,4,.250,6,6,1.000,0,4,4,12,2,0,1,3,15,+9,0
Rasheed Wallace,35:38,8,17,.471,4,8,.500,4,4,1.000,0,3,3,1,1,0,2,2,24,+7,0
Antonio McDyess,17:11,3,5,.600,0,0,nan,2,2,1.000,1,2,3,1,0,0,0,3,8,-1,0
Lindsey Hunter,15:23,2,4,.500,1,2,.500,0,0,nan,1,2,3,1,0,0,1,2,5,+8,0
Maurice Evans,12:13,2,4,.500,0,1,.000,0,0,nan,0,1,1,0,1,0,1,3,4,-3,0
Dale Davis,6:19,1,1,1.000,0,0,nan,0,0,nan,1,1,2,1,0,0,0,1,2,+1,0
Carlos Delfino,4:47,0,2,.000,0,0,nan,0,0,nan,0,2,2,1,0,0,0,1,0,-5,0
Team Totals,240,33,87,.379,6,18,.333,12,12,1.000,10,29,39,25,9,2,7,16,84,nan,0
LeBron James,46:34,9,22,.409,0,3,.000,8,10,.800,1,3,4,6,0,1,5,0,26,-10,1
Ronald Murray,40:16,2,12,.167,0,2,.000,4,6,.667,1,2,3,4,2,1,2,1,8,-16,1
Zydrunas Ilgauskas,36:53,7,13,.538,0,0,nan,4,5,.800,4,11,15,0,0,1,0,3,18,-15,1
Drew Gooden,32:00,4,6,.667,0,0,nan,0,0,nan,3,5,8,2,0,0,1,2,8,-4,1
Eric Snow,25:51,2,4,.500,0,0,nan,0,0,nan,0,2,2,2,1,1,2,2,4,-10,1
Donyell Marshall,27:07,1,6,.167,0,2,.000,0,2,.000,0,4,4,0,1,0,3,2,2,-5,1
Damon Jones,22:09,0,5,.000,0,4,.000,0,0,nan,0,4,4,1,0,0,0,2,0,-2,1
Sasha Pavlovic,9:10,2,2,1.000,2,2,1.000,0,0,nan,0,2,2,0,0,0,0,1,6,+2,1
240,33,87,.379,6,18,.333,12,12,1.000,10,29,39,25,9,2,7,16,84,nan,240,1
