Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,43:12,9,20,.450,1,4,.250,8,9,.889,0,7,7,8,2,0,5,0,27,+27,0
Chris Bosh,35:04,7,10,.700,0,0,nan,0,2,.000,0,6,6,1,1,4,0,4,14,+21,0
Dwyane Wade,28:35,3,10,.300,0,0,nan,0,0,nan,1,2,3,4,1,1,2,4,6,+4,0
Mario Chalmers,26:30,2,5,.400,1,3,.333,1,1,1.000,0,0,0,3,0,0,2,2,6,+15,0
Udonis Haslem,16:39,3,5,.600,0,0,nan,0,0,nan,3,4,7,1,2,0,2,4,6,+12,0
Ray Allen,22:15,2,3,.667,1,2,.500,0,0,nan,0,2,2,0,1,0,1,0,5,+9,0
Shane Battier,22:06,1,6,.167,1,6,.167,0,0,nan,0,2,2,1,2,1,0,4,3,+6,0
Norris Cole,21:31,2,4,.500,1,2,.500,2,4,.500,0,3,3,4,0,0,3,0,7,+8,0
Chris Andersen,13:46,2,3,.667,0,0,nan,5,5,1.000,3,1,4,1,0,2,1,3,9,+7,0
Rashard Lewis,2:45,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,2,+2,0
Joel Anthony,2:45,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,1,0,1,0,+2,0
Mike Miller,2:45,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,1,0,+2,0
James Jones,2:10,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,0,3,0,0
Team Totals,240,33,68,.485,6,18,.333,16,21,.762,7,29,36,24,9,9,16,23,88,nan,0
Jimmy Butler,45:50,4,10,.400,0,2,.000,4,4,1.000,1,4,5,0,1,0,3,2,12,-23,1
Joakim Noah,36:31,1,6,.167,0,0,nan,4,4,1.000,6,3,9,0,1,0,3,3,6,-22,1
Nate Robinson,32:04,0,12,.000,0,5,.000,0,0,nan,0,3,3,4,2,1,4,3,0,-9,1
Carlos Boozer,31:38,3,14,.214,0,0,nan,8,12,.667,5,7,12,1,3,0,2,0,14,-16,1
Marco Belinelli,25:41,3,8,.375,0,5,.000,3,3,1.000,0,3,3,0,0,0,2,3,9,-21,1
Richard Hamilton,21:54,4,11,.364,2,3,.667,1,2,.500,0,0,0,4,1,0,1,1,11,-2,1
Taj Gibson,21:01,3,8,.375,0,1,.000,4,5,.800,5,4,9,0,2,1,1,3,10,-7,1
Marquis Teague,15:57,0,2,.000,0,1,.000,0,0,nan,0,1,1,3,0,0,1,3,0,-14,1
Nazr Mohammed,4:48,1,1,1.000,0,0,nan,0,0,nan,0,2,2,0,0,1,0,1,2,-1,1
Daequan Cook,2:28,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Malcolm Thomas,2:10,0,1,.000,0,0,nan,1,2,.500,2,0,2,0,0,0,0,0,1,0,1
240,33,68,.485,6,18,.333,16,21,.762,7,29,36,24,9,9,16,23,88,nan,240,1
