Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tim Hardaway,26:23,9,14,.643,4,9,.444,0,0,nan,0,2,2,5,1,0,0,0,22,+4,0
Ersan Ilyasova,26:04,6,14,.429,1,6,.167,0,0,nan,2,5,7,2,1,0,1,3,13,-1,0
Jose Calderon,25:23,3,8,.375,1,3,.333,0,0,nan,1,3,4,7,0,0,2,1,7,-9,0
Taurean Waller-Prince,25:12,2,9,.222,1,4,.250,0,0,nan,0,4,4,1,1,0,4,5,5,-16,0
Kris Humphries,25:02,5,10,.500,2,3,.667,0,0,nan,1,6,7,4,1,0,1,2,12,-12,0
Malcolm Delaney,25:42,3,7,.429,2,3,.667,2,2,1.000,0,3,3,8,0,0,0,1,10,+13,0
DeAndre' Bembry,23:42,4,5,.800,0,1,.000,0,0,nan,0,5,5,3,1,0,3,2,8,+29,0
Mike Muscala,22:58,6,8,.750,1,1,1.000,0,0,nan,2,4,6,5,1,0,0,0,13,+26,0
Ryan Kelly,20:00,1,5,.200,0,2,.000,2,2,1.000,0,3,3,3,0,3,0,1,4,+21,0
Mike Dunleavy,19:34,6,9,.667,4,5,.800,4,4,1.000,0,1,1,1,1,0,0,2,20,+15,0
Dwight Howard,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kent Bazemore,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Dennis Schroder,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,45,89,.506,16,37,.432,8,8,1.000,6,36,42,39,7,3,11,17,114,nan,0
LeBron James,41:25,12,15,.800,1,2,.500,2,6,.333,1,7,8,7,2,0,5,0,27,-15,1
Kevin Love,34:40,6,17,.353,3,10,.300,0,0,nan,0,15,15,3,0,0,2,4,15,-12,1
Kyrie Irving,33:21,8,13,.615,0,1,.000,2,2,1.000,0,1,1,6,0,0,1,0,18,-13,1
J.R. Smith,33:10,1,6,.167,1,6,.167,0,0,nan,1,3,4,4,0,0,0,1,3,-8,1
Channing Frye,25:39,6,10,.600,2,6,.333,2,2,1.000,0,5,5,0,0,2,0,1,16,+8,1
Kyle Korver,24:32,2,6,.333,2,6,.333,3,3,1.000,0,2,2,2,0,0,1,0,9,-16,1
Richard Jefferson,16:42,1,4,.250,0,2,.000,2,2,1.000,0,0,0,0,1,0,1,1,4,-20,1
Deron Williams,16:29,2,8,.250,0,2,.000,0,0,nan,0,2,2,1,1,0,1,2,4,-6,1
Iman Shumpert,6:18,0,1,.000,0,1,.000,0,0,nan,1,0,1,0,0,0,2,1,0,-12,1
Larry Sanders,1:56,0,0,nan,0,0,nan,2,2,1.000,0,0,0,0,1,1,0,0,2,+6,1
Derrick Williams,1:56,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,+6,1
DeAndre Liggins,1:56,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+6,1
James Jones,1:56,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+6,1
240,45,89,.506,16,37,.432,8,8,1.000,6,36,42,39,7,3,11,17,114,nan,240,1
