Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kemba Walker,41:09,9,19,.474,1,7,.143,10,11,.909,1,5,6,7,4,1,4,0,29,+2,0
Courtney Lee,37:56,5,13,.385,1,3,.333,0,0,nan,1,0,1,3,3,1,0,2,11,-6,0
Marvin Williams,37:49,8,11,.727,4,6,.667,2,2,1.000,1,5,6,3,1,1,3,4,22,+8,0
Cody Zeller,28:38,2,6,.333,0,0,nan,4,4,1.000,2,4,6,1,5,0,0,1,8,-2,0
Nicolas Batum,20:07,2,6,.333,0,3,.000,1,1,1.000,0,0,0,5,0,0,1,1,5,-12,0
Jeremy Lin,26:56,3,9,.333,1,4,.250,7,7,1.000,0,3,3,1,0,0,5,2,14,-15,0
Frank Kaminsky,24:10,2,4,.500,1,2,.500,0,0,nan,1,3,4,1,1,1,1,1,5,-9,0
Spencer Hawes,19:22,3,8,.375,1,1,1.000,2,2,1.000,5,4,9,2,1,0,1,1,9,-7,0
Jeremy Lamb,3:53,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-4,0
Tyler Hansbrough,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Jorge Gutierrez,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Aaron Harrison,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Troy Daniels,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,34,76,.447,9,26,.346,26,27,.963,11,24,35,23,15,4,15,13,103,nan,0
LeBron James,40:50,14,22,.636,0,0,nan,3,3,1.000,3,5,8,12,2,0,5,4,31,+10,1
J.R. Smith,33:07,10,16,.625,6,9,.667,1,2,.500,2,3,5,3,1,0,1,1,27,+3,1
Kevin Love,32:12,10,18,.556,5,8,.625,0,0,nan,2,7,9,4,0,1,3,4,25,-5,1
Matthew Dellavedova,30:59,2,7,.286,2,3,.667,0,0,nan,1,4,5,9,0,0,3,4,6,+1,1
Timofey Mozgov,14:22,1,1,1.000,0,0,nan,0,2,.000,1,2,3,1,0,0,1,2,2,-4,1
Iman Shumpert,31:50,4,6,.667,0,1,.000,0,0,nan,1,1,2,3,1,0,1,1,8,+13,1
Tristan Thompson,28:07,1,2,.500,0,0,nan,2,6,.333,5,1,6,0,2,0,1,1,4,+12,1
Channing Frye,15:20,1,7,.143,1,5,.200,0,0,nan,0,7,7,1,0,0,2,2,3,+12,1
Mo Williams,13:13,2,4,.500,2,3,.667,0,0,nan,0,1,1,1,1,0,0,0,6,+3,1
Sasha Kaun,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jordan McRae,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Richard Jefferson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,34,76,.447,9,26,.346,26,27,.963,11,24,35,23,15,4,15,13,103,nan,240,1
