Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Ty Lawson,40:50,7,15,.467,0,0,nan,0,0,nan,2,2,4,6,2,1,4,2,14,-2,0
Andre Iguodala,39:35,9,15,.600,2,5,.400,2,4,.500,1,4,5,3,1,1,5,2,22,-4,0
Danilo Gallinari,36:36,3,17,.176,1,9,.111,6,9,.667,1,5,6,2,0,0,0,1,13,-19,0
Kenneth Faried,36:05,11,15,.733,0,0,nan,0,1,.000,7,5,12,1,1,0,1,5,22,-10,0
Kosta Koufos,13:44,1,4,.250,0,0,nan,0,0,nan,1,3,4,0,0,0,0,2,2,-7,0
Andre Miller,27:39,8,10,.800,0,0,nan,1,1,1.000,1,1,2,1,0,0,3,1,17,+5,0
Corey Brewer,22:49,4,10,.400,2,7,.286,0,0,nan,1,4,5,0,1,0,0,4,10,+12,0
JaVale McGee,22:42,6,9,.667,0,0,nan,4,5,.800,4,5,9,0,0,1,0,4,16,+10,0
Team Totals,240,49,95,.516,5,21,.238,13,20,.650,18,29,47,13,5,3,13,21,116,nan,0
Chris Bosh,39:23,15,22,.682,1,3,.333,9,10,.900,3,4,7,2,1,0,2,1,40,+17,1
LeBron James,39:12,8,17,.471,0,1,.000,4,4,1.000,1,8,9,11,0,2,0,2,20,+7,1
Mario Chalmers,34:02,3,7,.429,0,2,.000,3,4,.750,0,3,3,5,3,1,2,2,9,+12,1
Dwyane Wade,33:48,5,12,.417,0,1,.000,4,6,.667,1,2,3,4,2,4,1,1,14,+7,1
Shane Battier,21:01,2,5,.400,2,5,.400,2,2,1.000,1,1,2,1,0,0,0,2,8,0,1
Ray Allen,28:40,8,12,.667,6,10,.600,1,1,1.000,1,4,5,1,2,1,1,2,23,-4,1
Mike Miller,16:09,1,3,.333,1,3,.333,0,0,nan,0,3,3,1,0,0,0,1,3,-6,1
Rashard Lewis,15:10,1,2,.500,0,0,nan,0,0,nan,0,0,0,1,1,0,0,3,2,-5,1
Joel Anthony,7:19,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,0,-7,1
Udonis Haslem,5:16,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,1,1,0,-6,1
240,49,95,.516,5,21,.238,13,20,.650,18,29,47,13,5,3,13,21,116,nan,240,1
