Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Zydrunas Ilgauskas,33:00,5,9,.556,0,0,nan,6,9,.667,3,3,6,1,1,3,2,5,16,+22,0
LeBron James,30:00,8,14,.571,2,3,.667,1,2,.500,1,5,6,9,0,0,1,3,19,+21,0
Jeff McInnis,30:00,6,10,.600,2,2,1.000,4,6,.667,0,4,4,4,1,0,3,1,18,+19,0
Drew Gooden,28:00,3,6,.500,0,0,nan,2,4,.500,1,8,9,4,1,0,1,5,8,+28,0
Ira Newble,25:00,5,6,.833,0,0,nan,1,2,.500,0,0,0,0,1,0,1,3,11,+20,0
Lucious Harris,21:00,2,5,.400,0,0,nan,0,0,nan,0,0,0,1,1,0,0,0,4,-3,0
Robert Traylor,20:00,3,8,.375,0,0,nan,0,0,nan,1,6,7,1,2,0,1,4,6,-11,0
Eric Snow,20:00,1,1,1.000,0,0,nan,3,4,.750,0,0,0,7,0,0,3,2,5,-2,0
Sasha Pavlovic,12:00,3,7,.429,1,1,1.000,1,2,.500,0,3,3,0,0,2,1,3,8,+2,0
Scott Williams,9:00,2,4,.500,0,0,nan,0,0,nan,2,1,3,2,0,1,0,2,4,+1,0
Dajuan Wagner,6:00,3,4,.750,1,2,.500,0,0,nan,0,0,0,0,0,0,1,0,7,-6,0
DeSagana Diop,6:00,0,5,.000,0,0,nan,0,0,nan,2,1,3,0,0,1,0,2,0,-6,0
Team Totals,240,41,79,.519,6,8,.750,18,29,.621,10,31,41,29,7,7,14,30,106,nan,0
Emeka Okafor,30:00,2,6,.333,0,0,nan,3,4,.750,2,3,5,1,2,0,1,2,7,-19,1
Eddie House,29:00,4,10,.400,0,1,.000,0,0,nan,0,1,1,2,4,0,0,2,8,-24,1
Primoz Brezec,24:00,2,10,.200,0,0,nan,3,4,.750,3,3,6,3,0,2,2,2,7,-8,1
Gerald Wallace,21:00,2,6,.333,0,0,nan,2,3,.667,1,1,2,3,1,0,4,4,6,-18,1
Brevin Knight,15:00,3,6,.500,0,0,nan,2,2,1.000,0,1,1,5,1,0,0,1,8,-7,1
Keith Bogans,32:00,5,12,.417,1,3,.333,3,4,.750,2,4,6,4,2,1,3,4,14,+5,1
Jason Kapono,29:00,6,13,.462,0,1,.000,4,4,1.000,1,3,4,0,0,0,1,2,16,+3,1
Melvin Ely,27:00,5,9,.556,0,0,nan,0,4,.000,5,2,7,1,0,0,1,2,10,-6,1
Steve Smith,18:00,3,6,.500,0,1,.000,2,2,1.000,0,2,2,3,0,0,0,0,8,-10,1
Jahidi White,8:00,0,2,.000,0,0,nan,3,6,.500,0,0,0,0,0,1,0,1,3,-2,1
Jamal Sampson,7:00,1,2,.500,0,0,nan,0,1,.000,2,3,5,0,0,1,1,0,2,+1,1
240,41,79,.519,6,8,.750,18,29,.621,10,31,41,29,7,7,14,30,106,nan,240,1
