Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jeff McInnis,44:00,8,16,.500,2,6,.333,1,2,.500,2,0,2,5,1,0,1,2,19,-3,0
LeBron James,43:00,10,20,.500,0,3,.000,8,13,.615,2,3,5,7,0,1,3,2,28,-3,0
Zydrunas Ilgauskas,36:00,4,13,.308,0,0,nan,6,8,.750,6,4,10,1,0,1,1,6,14,-13,0
Drew Gooden,33:00,6,14,.429,0,0,nan,3,4,.750,5,8,13,0,3,0,2,1,15,+3,0
Sasha Pavlovic,16:00,2,5,.400,0,1,.000,3,3,1.000,0,0,0,2,1,0,0,3,7,-12,0
Robert Traylor,30:00,6,11,.545,0,0,nan,0,1,.000,3,8,11,1,2,3,3,1,12,+10,0
Eric Snow,26:00,2,8,.250,1,4,.250,0,1,.000,0,1,1,2,0,0,0,5,5,0,0
Lucious Harris,7:00,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,2,+2,0
DeSagana Diop,5:00,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,0,1,0,+1,0
Team Totals,240,39,88,.443,3,14,.214,21,32,.656,18,25,43,19,7,5,10,23,102,nan,0
Tony Battie,39:00,6,8,.750,0,0,nan,2,2,1.000,2,5,7,2,1,1,0,4,14,+12,1
Steve Francis,38:00,10,14,.714,0,3,.000,10,12,.833,1,5,6,13,1,1,7,5,30,+12,1
Doug Christie,35:00,3,7,.429,1,3,.333,0,0,nan,0,1,1,1,1,1,2,4,7,-1,1
Dwight Howard,33:00,3,7,.429,0,0,nan,2,2,1.000,0,5,5,1,0,0,1,3,8,+9,1
Grant Hill,32:00,9,15,.600,0,0,nan,3,5,.600,0,6,6,4,1,0,4,3,21,+10,1
Hedo Turkoglu,26:00,4,7,.571,1,1,1.000,6,7,.857,0,2,2,2,1,1,0,2,15,-5,1
Pat Garrity,14:00,1,6,.167,0,2,.000,0,0,nan,0,2,2,0,0,1,1,2,2,-3,1
Jameer Nelson,13:00,2,4,.500,1,2,.500,0,0,nan,0,2,2,1,1,0,0,2,5,-7,1
Kelvin Cato,9:00,1,2,.500,0,0,nan,1,2,.500,0,1,1,0,0,0,0,1,3,-12,1
Andrew DeClercq,1:00,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,0,1
240,39,88,.443,3,14,.214,21,32,.656,18,25,43,19,7,5,10,23,102,nan,240,1
