Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Anthony Morrow,34:21,10,17,.588,4,7,.571,1,1,1.000,3,4,7,1,3,1,3,1,25,-11,0
Brook Lopez,31:25,5,16,.313,0,0,nan,2,2,1.000,1,2,3,2,0,1,2,2,12,-11,0
Travis Outlaw,28:42,2,6,.333,1,3,.333,0,0,nan,1,5,6,0,0,0,0,2,5,-20,0
Devin Harris,23:03,1,4,.250,0,0,nan,4,4,1.000,1,1,2,1,1,0,1,3,6,-10,0
Troy Murphy,22:42,3,11,.273,2,5,.400,0,1,.000,1,4,5,1,0,0,1,3,8,-13,0
Derrick Favors,28:27,5,8,.625,0,0,nan,1,2,.500,2,3,5,0,1,0,0,4,11,-3,0
Terrence Williams,25:42,3,7,.429,1,2,.500,0,0,nan,0,7,7,9,0,0,3,2,7,0,0
Jordan Farmar,17:45,2,7,.286,0,3,.000,2,3,.667,1,1,2,2,0,0,1,0,6,-10,0
Damion James,8:25,3,6,.500,0,0,nan,1,2,.500,0,2,2,0,0,0,1,0,7,+9,0
Kris Humphries,7:18,1,1,1.000,0,0,nan,0,0,nan,1,0,1,1,0,1,1,2,2,-3,0
Johan Petro,6:09,0,2,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,2,0,+6,0
Quinton Ross,6:03,0,0,nan,0,0,nan,0,2,.000,0,0,0,0,0,0,0,0,0,+6,0
Team Totals,240,35,85,.412,8,20,.400,11,17,.647,11,30,41,17,5,3,13,21,89,nan,0
Dwyane Wade,35:39,10,17,.588,2,3,.667,7,10,.700,3,7,10,3,2,1,3,2,29,+15,1
LeBron James,33:35,9,16,.563,2,4,.500,3,5,.600,0,3,3,9,2,0,4,1,23,+11,1
Chris Bosh,33:02,6,12,.500,0,1,.000,9,10,.900,0,5,5,2,1,3,0,0,21,+11,1
Carlos Arroyo,19:44,2,4,.500,0,1,.000,0,0,nan,0,0,0,1,0,0,1,2,4,+6,1
Joel Anthony,11:53,0,0,nan,0,0,nan,2,2,1.000,0,2,2,0,0,2,0,1,2,+2,1
Udonis Haslem,29:52,3,9,.333,0,0,nan,0,0,nan,1,6,7,2,0,0,3,4,6,+8,1
James Jones,23:40,3,4,.750,2,3,.667,0,0,nan,0,3,3,1,0,0,0,0,8,+19,1
Eddie House,22:46,1,4,.250,0,2,.000,0,0,nan,1,2,3,1,2,0,0,2,2,+1,1
Zydrunas Ilgauskas,16:55,2,4,.500,0,0,nan,0,0,nan,0,8,8,0,0,0,0,2,4,+11,1
Jamaal Magloire,4:18,0,2,.000,0,0,nan,2,2,1.000,1,2,3,0,0,0,0,1,2,-8,1
Jerry Stackhouse,4:18,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,1,0,1,0,-8,1
Mario Chalmers,4:18,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,1,0,0,-8,1
240,35,85,.412,8,20,.400,11,17,.647,11,30,41,17,5,3,13,21,89,nan,240,1
