Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Rajon Rondo,41:42,7,16,.438,0,1,.000,6,8,.750,1,5,6,12,1,0,3,3,20,-6,0
Kevin Garnett,37:06,8,20,.400,0,0,nan,0,0,nan,1,5,6,0,1,1,2,5,16,-13,0
Ray Allen,34:29,2,7,.286,1,2,.500,2,2,1.000,1,4,5,2,1,0,1,5,7,-15,0
Paul Pierce,32:32,5,11,.455,1,4,.250,2,2,1.000,1,4,5,1,0,0,1,2,13,-10,0
Jermaine O'Neal,18:30,2,7,.286,0,0,nan,4,5,.800,5,4,9,1,0,1,1,4,8,0,0
Glen Davis,25:37,2,7,.286,0,0,nan,2,3,.667,0,2,2,1,1,0,0,3,6,-14,0
Jeff Green,21:48,4,6,.667,2,2,1.000,1,2,.500,1,3,4,0,2,0,1,1,11,+5,0
Delonte West,14:55,4,4,1.000,2,2,1.000,0,0,nan,0,1,1,1,1,0,2,1,10,-4,0
Nenad Krstic,11:19,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+1,0
Von Wafer,2:02,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+1,0
Team Totals,240,34,79,.430,6,11,.545,17,22,.773,10,28,38,18,7,2,11,24,91,nan,0
LeBron James,44:03,14,25,.560,2,4,.500,5,8,.625,2,5,7,2,1,1,0,3,35,+10,1
Dwyane Wade,39:24,8,20,.400,1,3,.333,11,13,.846,1,7,8,3,1,0,4,3,28,+11,1
Chris Bosh,38:45,5,10,.500,0,0,nan,7,11,.636,3,8,11,4,1,2,2,1,17,+11,1
Mike Bibby,26:55,3,6,.500,2,4,.500,0,0,nan,1,3,4,3,2,2,0,3,8,+7,1
Zydrunas Ilgauskas,10:46,1,5,.200,0,0,nan,0,0,nan,1,2,3,0,0,0,1,3,2,-4,1
Joel Anthony,34:31,1,2,.500,0,0,nan,4,4,1.000,2,3,5,1,0,3,0,3,6,+5,1
Mario Chalmers,21:05,1,5,.200,1,4,.250,0,0,nan,2,1,3,2,1,0,2,2,3,+4,1
James Jones,18:55,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,1,0,3,0,+10,1
Mike Miller,5:36,1,1,1.000,1,1,1.000,0,0,nan,0,2,2,0,0,0,1,1,3,+1,1
240,34,79,.430,6,11,.545,17,22,.773,10,28,38,18,7,2,11,24,91,nan,240,1
