Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Chris Bosh,36:48,4,10,.400,0,0,nan,9,10,.900,3,7,10,1,2,0,3,1,17,+21,0
Dwyane Wade,36:23,9,15,.600,0,0,nan,6,6,1.000,1,7,8,7,1,0,1,4,24,+19,0
LeBron James,34:43,7,17,.412,0,2,.000,2,3,.667,0,8,8,10,4,0,3,0,16,+15,0
Mario Chalmers,27:23,4,7,.571,1,3,.333,1,2,.500,0,1,1,2,1,0,4,1,10,-2,0
Zydrunas Ilgauskas,21:55,5,7,.714,0,0,nan,0,0,nan,4,2,6,2,0,2,2,3,10,+8,0
Mike Miller,29:46,6,9,.667,3,5,.600,1,1,1.000,0,3,3,2,1,0,1,3,16,+4,0
Joel Anthony,23:41,0,2,.000,0,0,nan,1,2,.500,3,2,5,1,0,1,1,4,1,+1,0
Eddie House,17:44,3,7,.429,2,4,.500,0,0,nan,0,3,3,3,0,0,0,1,8,+9,0
James Jones,8:14,0,1,.000,0,0,nan,4,5,.800,0,0,0,1,0,0,0,0,4,+1,0
Juwan Howard,3:23,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,0,-6,0
Team Totals,240,38,75,.507,6,14,.429,24,29,.828,11,33,44,29,9,3,16,17,106,nan,0
Tayshaun Prince,30:38,5,11,.455,1,1,1.000,0,0,nan,0,2,2,2,0,0,1,0,11,-17,1
Tracy McGrady,28:14,2,6,.333,1,3,.333,4,4,1.000,1,4,5,2,1,1,5,1,9,-20,1
Greg Monroe,27:18,3,5,.600,0,0,nan,2,2,1.000,1,3,4,2,1,0,1,1,8,-17,1
Rodney Stuckey,24:19,4,12,.333,0,2,.000,1,2,.500,0,1,1,4,3,0,1,4,9,-15,1
Ben Wallace,19:18,2,2,1.000,0,0,nan,0,0,nan,2,1,3,0,0,1,1,2,4,-9,1
Ben Gordon,27:21,6,13,.462,3,8,.375,1,1,1.000,4,3,7,2,1,1,0,4,16,-3,1
Austin Daye,23:13,6,13,.462,3,6,.500,3,4,.750,0,2,2,3,3,0,1,1,18,+11,1
Charlie Villanueva,20:20,2,9,.222,0,4,.000,1,2,.500,0,4,4,0,0,0,1,3,5,-6,1
Will Bynum,19:46,1,4,.250,0,0,nan,4,4,1.000,0,1,1,5,0,2,1,1,6,+6,1
Chris Wilcox,14:20,1,3,.333,0,0,nan,0,0,nan,2,2,4,0,0,0,1,3,2,-8,1
Jason Maxiell,5:13,2,2,1.000,0,0,nan,0,0,nan,2,0,2,0,1,0,0,1,4,+8,1
240,38,75,.507,6,14,.429,24,29,.828,11,33,44,29,9,3,16,17,106,nan,240,1
