Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,35:01,10,15,.667,0,2,.000,4,5,.800,1,6,7,9,2,0,6,2,24,+18,0
Mario Chalmers,32:17,3,7,.429,1,2,.500,1,2,.500,0,3,3,4,3,1,2,2,8,+16,0
Chris Bosh,31:21,5,12,.417,0,4,.000,6,6,1.000,1,8,9,3,2,0,2,2,16,+16,0
Ray Allen,24:31,6,10,.600,2,5,.400,4,4,1.000,0,1,1,3,1,0,0,1,18,+15,0
Shane Battier,20:17,1,3,.333,1,3,.333,0,0,nan,0,0,0,0,0,1,0,2,3,+24,0
Roger Mason,23:29,4,7,.571,4,7,.571,0,0,nan,0,1,1,2,0,0,3,2,12,0,0
Chris Andersen,23:28,4,5,.800,0,0,nan,2,2,1.000,2,3,5,1,0,1,0,1,10,+1,0
Rashard Lewis,22:48,3,5,.600,3,5,.600,0,0,nan,1,0,1,0,0,0,1,2,9,-9,0
Norris Cole,15:43,3,5,.600,0,0,nan,2,2,1.000,0,3,3,4,0,0,2,3,8,-1,0
Udonis Haslem,8:22,1,2,.500,0,0,nan,0,0,nan,0,3,3,0,0,0,1,1,2,-2,0
James Jones,2:43,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-3,0
Michael Beasley,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Joel Anthony,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,40,72,.556,11,28,.393,19,21,.905,5,29,34,26,8,3,17,18,110,nan,0
Andre Drummond,35:56,8,11,.727,0,0,nan,3,6,.500,8,6,14,0,2,2,1,1,19,-12,1
Brandon Jennings,33:38,6,14,.429,1,4,.250,6,7,.857,0,4,4,6,2,0,6,3,19,-13,1
Josh Smith,30:53,6,14,.429,1,4,.250,0,0,nan,1,3,4,2,0,0,3,3,13,-16,1
Greg Monroe,28:52,3,10,.300,0,0,nan,4,5,.800,4,3,7,1,2,0,2,2,10,-15,1
Kentavious Caldwell-Pope,18:29,0,4,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,2,0,-14,1
Jonas Jerebko,20:41,5,9,.556,2,2,1.000,0,0,nan,0,3,3,1,2,0,2,4,12,+1,1
Kyle Singler,20:22,3,4,.750,1,2,.500,3,4,.750,2,0,2,1,1,0,1,3,10,-1,1
Peyton Siva,14:22,1,3,.333,0,0,nan,0,0,nan,0,2,2,4,0,0,2,1,2,-2,1
Charlie Villanueva,14:05,4,8,.500,2,6,.333,0,0,nan,0,2,2,2,1,0,0,0,10,-6,1
Josh Harrellson,11:18,0,3,.000,0,0,nan,0,0,nan,1,2,3,0,0,0,0,1,0,-3,1
Luigi Datome,7:53,0,4,.000,0,1,.000,0,0,nan,0,2,2,0,0,0,0,1,0,+3,1
Tony Mitchell,3:31,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+3,1
Rodney Stuckey,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,40,72,.556,11,28,.393,19,21,.905,5,29,34,26,8,3,17,18,110,nan,240,1
