Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:59,7,18,.389,0,4,.000,4,5,.800,1,5,6,7,0,0,6,1,18,-19,0
Jeff Green,31:04,2,10,.200,0,4,.000,1,2,.500,1,3,4,1,2,0,1,2,5,-7,0
George Hill,25:51,2,6,.333,0,3,.000,0,0,nan,0,2,2,2,2,0,0,2,4,-5,0
Jose Calderon,25:48,4,8,.500,1,3,.333,2,2,1.000,0,1,1,2,1,0,3,2,11,+1,0
Kevin Love,7:00,0,2,.000,0,2,.000,1,1,1.000,0,1,1,0,0,0,1,2,1,-11,0
Jordan Clarkson,26:43,5,13,.385,1,3,.333,0,0,nan,0,0,0,2,1,0,1,2,11,-17,0
Rodney Hood,25:35,6,13,.462,2,5,.400,1,1,1.000,1,2,3,0,1,0,0,2,15,-17,0
Larry Nance,18:08,2,5,.400,0,0,nan,0,0,nan,4,6,10,1,0,1,0,4,4,-11,0
Tristan Thompson,17:27,1,3,.333,0,0,nan,4,8,.500,5,8,13,0,1,0,2,0,6,0,0
J.R. Smith,16:07,1,4,.250,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,2,-15,0
Ante Zizic,2:46,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,+2,0
London Perrantes,2:46,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
John Holland,2:46,0,2,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,1,0,+2,0
Team Totals,240,31,85,.365,4,26,.154,13,19,.684,12,30,42,15,8,1,14,18,79,nan,0
James Johnson,32:46,7,11,.636,0,3,.000,1,1,1.000,2,7,9,5,2,3,2,0,15,+16,1
Josh Richardson,30:22,6,13,.462,1,5,.200,2,2,1.000,2,5,7,2,2,1,1,3,15,+17,1
Tyler Johnson,29:17,2,9,.222,1,4,.250,2,2,1.000,0,2,2,2,0,0,0,2,7,-2,1
Goran Dragic,29:12,4,8,.500,2,4,.500,0,0,nan,0,3,3,5,0,0,3,0,10,+4,1
Jordan Mickey,22:40,3,6,.500,0,1,.000,1,2,.500,2,3,5,0,1,1,1,2,7,0,1
Justise Winslow,25:49,1,5,.200,0,2,.000,5,6,.833,2,7,9,3,1,0,2,4,7,+15,1
Kelly Olynyk,25:20,7,9,.778,3,4,.750,2,5,.400,1,4,5,3,3,0,1,4,19,+19,1
Wayne Ellington,22:26,2,5,.400,2,5,.400,0,0,nan,0,1,1,0,0,0,0,1,6,+4,1
Dwyane Wade,17:20,5,11,.455,0,1,.000,2,2,1.000,0,2,2,4,1,4,4,2,12,+22,1
Derrick Jones,1:36,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,0,1
Luke Babbitt,1:36,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Rodney McGruder,1:36,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Udonis Haslem,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,31,85,.365,4,26,.154,13,19,.684,12,30,42,15,8,1,14,18,79,nan,240,1
