Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,38:49,15,28,.536,3,9,.333,1,2,.500,2,4,6,6,1,0,5,2,34,-20,0
Larry Hughes,32:22,3,13,.231,2,5,.400,1,2,.500,0,4,4,0,1,0,3,4,9,-27,0
Drew Gooden,25:25,5,9,.556,0,0,nan,1,1,1.000,2,5,7,0,1,0,1,1,11,-29,0
Eric Snow,20:04,1,4,.250,0,0,nan,0,2,.000,1,0,1,1,1,0,2,1,2,-19,0
Zydrunas Ilgauskas,19:26,1,9,.111,0,0,nan,2,2,1.000,3,6,9,0,1,3,1,2,4,-11,0
Anderson Varejao,25:05,1,5,.200,0,1,.000,3,4,.750,3,4,7,2,1,1,0,1,5,-4,0
Damon Jones,21:47,2,6,.333,2,6,.333,0,0,nan,0,2,2,0,0,0,1,1,6,-4,0
Donyell Marshall,20:05,3,9,.333,1,4,.250,1,2,.500,0,4,4,0,1,0,0,2,8,0,0
Daniel Gibson,15:38,0,3,.000,0,1,.000,0,0,nan,1,0,1,1,0,0,1,3,0,+8,0
Sasha Pavlovic,9:21,2,5,.400,1,1,1.000,0,1,.000,1,0,1,1,0,0,2,1,5,-1,0
David Wesley,5:59,2,2,1.000,0,0,nan,0,0,nan,0,1,1,1,0,0,0,0,4,+6,0
Ira Newble,5:59,1,2,.500,0,1,.000,0,0,nan,2,1,3,0,0,0,0,0,2,+6,0
Team Totals,240,36,95,.379,9,28,.321,9,16,.563,15,31,46,12,7,4,16,18,90,nan,0
Shawn Marion,35:14,8,12,.667,0,2,.000,3,3,1.000,2,9,11,1,4,1,5,1,19,+29,1
Raja Bell,33:25,7,14,.500,3,7,.429,1,2,.500,1,2,3,4,2,0,1,1,18,+22,1
Amar'e Stoudemire,31:58,6,15,.400,0,0,nan,5,7,.714,6,7,13,0,0,5,1,3,17,+23,1
Steve Nash,30:15,2,7,.286,0,1,.000,0,0,nan,0,4,4,21,1,0,1,2,4,+21,1
Boris Diaw,27:48,4,7,.571,0,0,nan,0,0,nan,1,3,4,6,0,1,2,3,8,+13,1
Leandro Barbosa,26:55,6,12,.500,0,2,.000,4,5,.800,0,2,2,4,2,0,0,1,16,+3,1
Kurt Thomas,17:49,4,7,.571,0,0,nan,0,0,nan,1,7,8,0,2,0,0,4,8,+10,1
James Jones,17:46,4,8,.500,3,4,.750,2,2,1.000,0,1,1,0,0,0,0,0,13,0,1
Jalen Rose,5:59,1,2,.500,0,0,nan,2,2,1.000,1,1,2,0,0,0,1,1,4,-6,1
Marcus Banks,5:59,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,2,2,2,-6,1
Jumaine Jones,3:26,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,0,-7,1
Pat Burke,3:26,0,3,.000,0,2,.000,0,0,nan,1,0,1,0,0,0,0,0,0,-7,1
240,36,95,.379,9,28,.321,9,16,.563,15,31,46,12,7,4,16,18,90,nan,240,1
