Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Al Horford,39:49,8,14,.571,0,0,nan,4,4,1.000,4,7,11,1,2,0,3,3,20,-14,0
Jeff Teague,39:10,3,10,.300,1,3,.333,4,4,1.000,1,2,3,3,2,0,5,1,11,-13,0
Josh Smith,37:15,7,18,.389,4,5,.800,4,5,.800,1,2,3,6,0,1,2,2,22,-11,0
DeShawn Stevenson,26:55,4,11,.364,4,11,.364,0,0,nan,1,3,4,0,0,0,0,1,12,-11,0
Devin Harris,23:07,2,7,.286,0,4,.000,0,0,nan,0,2,2,0,1,0,0,5,4,-5,0
Lou Williams,31:02,3,8,.375,0,3,.000,5,5,1.000,0,1,1,4,2,0,1,0,11,-5,0
Zaza Pachulia,18:35,0,0,nan,0,0,nan,0,0,nan,0,3,3,1,0,0,1,2,0,-3,0
Anthony Morrow,16:04,3,4,.750,0,1,.000,0,0,nan,0,3,3,0,1,0,1,1,6,+2,0
John Jenkins,2:41,1,2,.500,0,1,.000,0,0,nan,0,1,1,1,0,0,0,0,2,+5,0
Johan Petro,2:41,1,1,1.000,0,0,nan,0,0,nan,1,0,1,0,0,0,0,1,2,+5,0
Anthony Tolliver,2:41,0,0,nan,0,0,nan,2,2,1.000,0,0,0,0,0,0,1,0,2,+5,0
Team Totals,240,32,75,.427,9,28,.321,19,20,.950,8,24,32,16,8,1,14,16,92,nan,0
LeBron James,40:21,10,16,.625,1,2,.500,6,7,.857,1,6,7,6,2,0,3,0,27,+12,1
Dwyane Wade,34:24,11,13,.846,1,1,1.000,3,6,.500,0,4,4,3,0,0,4,4,26,+4,1
Chris Bosh,32:25,6,11,.545,0,0,nan,2,6,.333,0,10,10,2,1,0,2,2,14,0,1
Mario Chalmers,23:52,1,3,.333,0,2,.000,2,2,1.000,0,0,0,4,2,0,2,1,4,+9,1
Rashard Lewis,13:54,1,3,.333,1,3,.333,0,0,nan,0,2,2,0,0,0,0,2,3,+1,1
Ray Allen,26:34,1,8,.125,0,3,.000,1,1,1.000,1,5,6,3,1,0,1,1,3,+5,1
Norris Cole,23:06,4,4,1.000,2,2,1.000,0,0,nan,0,2,2,4,0,0,2,5,10,0,1
Shane Battier,18:57,3,5,.600,3,5,.600,0,0,nan,0,0,0,0,2,1,0,2,9,+8,1
Joel Anthony,18:09,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,2,2,0,1,2,+9,1
Mike Miller,8:18,1,3,.333,1,3,.333,0,0,nan,0,1,1,1,0,0,0,0,3,-3,1
240,32,75,.427,9,28,.321,19,20,.950,8,24,32,16,8,1,14,16,92,nan,240,1
