Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Aaron Gordon,35:48,7,20,.350,2,10,.200,1,2,.500,1,9,10,2,4,0,2,2,17,+2,0
Jonathon Simmons,35:19,5,10,.500,0,2,.000,6,8,.750,0,3,3,4,2,1,2,2,16,+4,0
Evan Fournier,32:31,6,15,.400,1,3,.333,4,5,.800,1,4,5,3,1,0,1,5,17,-7,0
Elfrid Payton,30:28,9,17,.529,1,1,1.000,0,0,nan,2,2,4,8,2,1,3,1,19,+8,0
Bismack Biyombo,25:33,1,2,.500,0,0,nan,2,2,1.000,0,10,10,1,0,2,1,4,4,+7,0
Mario Hezonja,24:28,5,11,.455,0,4,.000,2,2,1.000,0,2,2,0,2,0,2,3,12,+5,0
D.J. Augustin,17:32,0,3,.000,0,0,nan,1,2,.500,1,0,1,3,1,0,2,1,1,-9,0
Khem Birch,16:37,2,3,.667,0,0,nan,0,0,nan,2,2,4,2,0,1,0,0,4,-6,0
Shelvin Mack,11:52,5,5,1.000,0,0,nan,0,0,nan,2,1,3,0,0,1,1,2,10,-5,0
Marreese Speights,5:50,1,2,.500,1,2,.500,0,0,nan,0,0,0,1,0,0,0,2,3,-2,0
Wesley Iwundu,4:02,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,-2,0
Arron Afflalo,Player Suspended,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,41,88,.466,5,22,.227,16,21,.762,9,33,42,25,12,6,14,22,103,nan,0
LeBron James,34:47,7,16,.438,0,4,.000,2,8,.250,1,4,5,6,1,0,6,1,16,-4,1
Kevin Love,31:01,3,10,.300,1,6,.167,5,6,.833,0,11,11,2,1,1,1,3,12,-3,1
Isaiah Thomas,29:58,6,15,.400,3,10,.300,6,7,.857,2,1,3,4,2,0,2,0,21,-1,1
J.R. Smith,29:55,2,7,.286,2,6,.333,0,0,nan,1,1,2,3,0,0,1,3,6,-2,1
Jae Crowder,22:33,4,5,.800,2,2,1.000,0,0,nan,2,3,5,0,1,0,1,3,10,+3,1
Jeff Green,26:46,4,8,.500,0,1,.000,2,2,1.000,1,8,9,1,2,1,1,3,10,-3,1
Dwyane Wade,18:02,5,11,.455,1,2,.500,0,0,nan,1,0,1,1,0,1,3,4,11,+2,1
Tristan Thompson,16:59,3,5,.600,0,0,nan,0,0,nan,5,1,6,0,1,0,1,3,6,+4,1
Kyle Korver,16:46,1,2,.500,1,2,.500,0,0,nan,0,1,1,4,0,0,2,1,3,+4,1
Derrick Rose,13:13,3,6,.500,0,1,.000,3,4,.750,1,2,3,1,0,1,2,0,9,+5,1
Jose Calderon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Channing Frye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Cedi Osman,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,41,88,.466,5,22,.227,16,21,.762,9,33,42,25,12,6,14,22,103,nan,240,1
