Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Antawn Jamison,37:17,9,16,.563,1,3,.333,5,7,.714,2,5,7,2,0,2,0,3,24,+33,0
LeBron James,36:24,11,17,.647,6,9,.667,9,10,.900,0,12,12,11,2,1,2,3,37,+29,0
Mo Williams,33:55,6,10,.600,3,6,.500,4,6,.667,0,2,2,2,1,0,2,2,19,+23,0
Anthony Parker,30:05,4,7,.571,2,3,.667,2,3,.667,0,1,1,2,1,0,0,0,12,+26,0
Shaquille O'Neal,17:01,3,7,.429,0,0,nan,0,0,nan,1,6,7,0,0,1,2,5,6,+5,0
Delonte West,26:05,3,8,.375,0,2,.000,0,0,nan,0,2,2,3,0,0,2,3,6,+1,0
Anderson Varejao,19:26,1,4,.250,0,0,nan,1,4,.250,1,2,3,0,1,2,1,3,3,+14,0
J.J. Hickson,17:12,3,4,.750,0,0,nan,4,4,1.000,1,1,2,0,0,0,1,3,10,0,0
Jamario Moon,13:28,1,3,.333,0,1,.000,0,0,nan,0,3,3,0,1,1,0,3,2,-9,0
Daniel Gibson,3:26,1,2,.500,0,0,nan,0,0,nan,0,1,1,0,0,0,1,0,2,-2,0
Zydrunas Ilgauskas,3:26,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,0,0,0,-2,0
Jawad Williams,2:15,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,0,-3,0
Team Totals,240,42,79,.532,12,25,.480,25,34,.735,5,36,41,21,6,7,11,26,121,nan,0
Derrick Rose,40:25,9,20,.450,0,0,nan,3,4,.750,1,2,3,5,0,0,3,1,21,-27,1
Joakim Noah,36:18,7,12,.583,0,0,nan,7,8,.875,7,13,20,1,0,0,4,2,21,-23,1
Luol Deng,35:16,7,17,.412,0,3,.000,2,2,1.000,2,2,4,1,0,0,0,2,16,-22,1
Kirk Hinrich,34:03,3,13,.231,2,3,.667,2,2,1.000,0,4,4,2,1,0,0,4,10,-24,1
Taj Gibson,21:01,1,4,.250,0,0,nan,2,4,.500,3,4,7,0,0,1,0,4,4,-10,1
Ronald Murray,20:32,3,7,.429,1,1,1.000,4,4,1.000,1,1,2,3,1,0,0,0,11,-1,1
Brad Miller,19:25,2,8,.250,0,1,.000,3,3,1.000,0,3,3,0,0,0,2,3,7,-12,1
Hakim Warrick,13:28,0,4,.000,0,1,.000,3,4,.750,2,1,3,0,0,0,2,3,3,0,1
James Johnson,8:54,0,1,.000,0,1,.000,0,0,nan,0,0,0,1,0,0,1,5,0,-3,1
Jannero Pargo,4:58,1,4,.250,1,2,.500,0,0,nan,0,0,0,1,0,0,0,0,3,+2,1
Chris Richard,3:26,0,0,nan,0,0,nan,0,0,nan,1,1,2,0,0,0,0,0,0,+2,1
Devin Brown,2:15,1,1,1.000,0,0,nan,0,1,.000,0,1,1,0,0,0,0,0,2,+3,1
240,42,79,.532,12,25,.480,25,34,.735,5,36,41,21,6,7,11,26,121,nan,240,1
