Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:03,7,23,.304,0,4,.000,1,2,.500,1,8,9,11,0,2,4,4,15,+20,0
Tristan Thompson,40:03,4,11,.364,0,0,nan,5,5,1.000,6,11,17,0,0,2,0,2,13,+19,0
Iman Shumpert,36:08,5,14,.357,2,4,.500,1,2,.500,2,5,7,4,2,1,0,0,13,+26,0
Timofey Mozgov,25:47,2,6,.333,0,0,nan,3,4,.750,4,1,5,1,0,1,0,2,7,+1,0
Kyrie Irving,12:10,2,2,1.000,1,1,1.000,1,2,.500,0,1,1,0,0,1,0,0,6,-1,0
Matthew Dellavedova,34:05,7,11,.636,3,6,.500,2,2,1.000,1,1,2,1,0,0,3,3,19,+21,0
J.R. Smith,33:36,3,6,.500,3,6,.500,3,3,1.000,2,6,8,2,1,1,2,4,12,+24,0
James Jones,10:20,3,6,.500,3,6,.500,0,0,nan,0,2,2,1,0,0,1,1,9,+1,0
Kendrick Perkins,2:16,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,0,0,0,0,0,-2,0
Mike Miller,2:16,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Joe Harris,2:16,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,0,-2,0
Shawn Marion,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,33,79,.418,12,27,.444,16,20,.800,16,37,53,20,3,8,11,16,94,nan,0
Jimmy Butler,43:31,8,22,.364,2,6,.333,2,2,1.000,3,2,5,1,1,0,2,4,20,-25,1
Derrick Rose,35:34,7,16,.438,0,3,.000,0,0,nan,1,1,2,6,0,0,2,1,14,-20,1
Joakim Noah,35:28,1,2,.500,0,0,nan,2,2,1.000,3,8,11,2,0,1,1,2,4,-17,1
Mike Dunleavy,30:44,3,9,.333,1,5,.200,0,0,nan,0,1,1,4,0,3,0,2,7,-6,1
Pau Gasol,23:32,3,8,.375,0,0,nan,2,2,1.000,1,4,5,1,0,0,2,1,8,-5,1
Kirk Hinrich,20:17,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,1,0,1,0,-29,1
Taj Gibson,15:25,1,3,.333,0,0,nan,0,0,nan,0,2,2,1,1,1,0,4,2,-11,1
Nikola Mirotic,13:05,3,8,.375,0,3,.000,1,2,.500,1,0,1,0,1,0,0,2,7,0,1
Aaron Brooks,10:10,2,4,.500,0,0,nan,0,0,nan,0,2,2,1,0,0,0,0,4,-3,1
Tony Snell,5:26,1,3,.333,1,1,1.000,2,2,1.000,0,1,1,0,0,0,0,1,5,+5,1
E'Twaun Moore,2:16,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,2,0,0,0,2,+2,1
Nazr Mohammed,2:16,0,2,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,0,+2,1
Doug McDermott,2:16,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,0,0,0,+2,1
240,33,79,.418,12,27,.444,16,20,.800,16,37,53,20,3,8,11,16,94,nan,240,1
