Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Dwyane Wade,39:47,12,25,.480,0,2,.000,5,7,.714,0,4,4,8,2,0,2,2,29,-4,0
Udonis Haslem,37:14,7,11,.636,0,0,nan,1,1,1.000,4,5,9,1,0,1,4,2,15,-7,0
Shawn Marion,36:52,2,6,.333,0,0,nan,0,0,nan,1,9,10,1,2,0,4,3,4,-6,0
Mario Chalmers,34:02,1,7,.143,0,3,.000,3,5,.600,0,1,1,5,4,0,2,5,5,-14,0
Joel Anthony,14:41,2,4,.500,0,0,nan,0,0,nan,2,0,2,0,0,0,0,2,4,+3,0
Michael Beasley,26:10,4,11,.364,0,1,.000,1,3,.333,3,2,5,1,0,0,2,2,9,-6,0
Daequan Cook,19:41,4,8,.500,2,4,.500,2,2,1.000,0,3,3,1,0,1,0,5,12,-7,0
Marcus Banks,13:58,1,4,.250,1,3,.333,0,0,nan,0,1,1,5,0,2,0,1,3,+7,0
Jamaal Magloire,12:06,2,4,.500,0,0,nan,1,2,.500,1,5,6,0,0,0,0,3,5,-2,0
Yakhouba Diawara,5:29,0,1,.000,0,1,.000,0,0,nan,0,2,2,1,0,0,0,0,0,+1,0
Team Totals,240,35,81,.432,3,14,.214,13,20,.650,11,32,43,23,8,4,14,25,86,nan,0
LeBron James,42:31,12,19,.632,2,4,.500,7,12,.583,0,6,6,9,0,1,2,1,33,+8,1
Delonte West,36:32,2,9,.222,1,4,.250,6,7,.857,1,3,4,4,4,1,1,3,11,+5,1
Mo Williams,34:23,7,14,.500,2,5,.400,4,4,1.000,0,4,4,2,1,0,4,6,20,+13,1
Ben Wallace,27:46,1,5,.200,0,0,nan,0,0,nan,6,8,14,1,0,3,1,1,2,+16,1
Zydrunas Ilgauskas,27:01,3,9,.333,1,1,1.000,3,4,.750,2,4,6,0,0,1,3,5,10,+2,1
Anderson Varejao,32:16,4,8,.500,0,0,nan,4,8,.500,3,7,10,0,0,2,2,3,12,+5,1
Daniel Gibson,24:03,2,10,.200,1,5,.200,0,0,nan,0,1,1,1,1,0,2,3,5,-2,1
Sasha Pavlovic,15:28,0,2,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,0,-12,1
240,35,81,.432,3,14,.214,13,20,.650,11,32,43,23,8,4,14,25,86,nan,240,1
