Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,42:39,9,25,.360,0,3,.000,5,9,.556,3,7,10,4,1,3,0,2,23,+10,0
Larry Hughes,38:28,10,19,.526,3,6,.500,10,10,1.000,0,2,2,2,1,0,1,2,33,-8,0
Anderson Varejao,37:31,4,10,.400,0,1,.000,1,2,.500,9,8,17,1,2,2,1,3,9,+3,0
Drew Gooden,36:32,6,11,.545,0,1,.000,3,4,.750,3,7,10,3,1,0,3,2,15,-14,0
Daniel Gibson,11:18,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,5,1,0,0,1,3,+9,0
Eric Snow,28:10,0,3,.000,0,0,nan,0,0,nan,4,2,6,2,0,0,2,4,0,-17,0
Sasha Pavlovic,17:13,1,3,.333,1,2,.500,1,2,.500,0,0,0,0,1,0,5,3,4,+3,0
Donyell Marshall,14:49,3,7,.429,2,5,.400,1,2,.500,1,1,2,0,0,0,1,3,9,+9,0
Scot Pollard,7:08,1,1,1.000,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,2,0,0
David Wesley,6:12,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,2,0,0,0
Team Totals,240,35,80,.438,7,19,.368,21,29,.724,21,28,49,17,7,5,13,22,98,nan,0
Deron Williams,43:15,14,23,.609,1,4,.250,4,8,.500,0,6,6,12,2,0,2,3,33,+7,1
Mehmet Okur,36:27,8,13,.615,3,4,.750,3,3,1.000,1,4,5,2,0,0,1,2,22,-3,1
Andrei Kirilenko,26:34,5,6,.833,0,0,nan,0,0,nan,0,2,2,2,1,3,1,4,10,-2,1
Derek Fisher,24:56,1,7,.143,0,2,.000,1,2,.500,0,1,1,2,1,0,1,0,3,-10,1
Jarron Collins,17:23,1,4,.250,0,0,nan,3,4,.750,2,3,5,1,0,1,0,4,5,-2,1
Paul Millsap,29:34,3,7,.429,0,0,nan,1,4,.250,3,3,6,1,2,1,3,3,7,+1,1
Gordan Giricek,27:49,2,8,.250,2,4,.500,2,2,1.000,1,1,2,2,1,0,1,2,8,+5,1
Matt Harpring,24:12,4,10,.400,1,1,1.000,0,0,nan,3,3,6,1,0,0,0,2,9,+7,1
Rafael Araujo,9:50,1,1,1.000,0,0,nan,0,0,nan,2,2,4,0,0,0,1,2,2,+2,1
240,35,80,.438,7,19,.368,21,29,.724,21,28,49,17,7,5,13,22,98,nan,240,1
