Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,45:00,13,26,.500,4,9,.444,4,7,.571,1,6,7,6,1,0,5,0,34,-14,0
Zydrunas Ilgauskas,36:00,6,14,.429,0,0,nan,1,2,.500,8,6,14,1,1,4,1,5,13,+4,0
Jeff McInnis,35:00,5,14,.357,0,3,.000,2,2,1.000,0,1,1,6,0,0,1,3,12,-13,0
Drew Gooden,25:00,7,11,.636,0,0,nan,0,0,nan,1,6,7,3,0,0,1,1,14,-27,0
Ira Newble,20:00,1,4,.250,0,1,.000,0,0,nan,0,1,1,0,0,1,0,2,2,-14,0
Robert Traylor,23:00,1,2,.500,0,0,nan,0,0,nan,2,2,4,1,0,0,2,3,2,-3,0
Eric Snow,21:00,0,4,.000,0,0,nan,0,0,nan,1,2,3,6,1,0,1,2,0,+6,0
Anderson Varejao,14:00,2,3,.667,0,0,nan,0,0,nan,0,3,3,0,2,0,0,1,4,+8,0
Lucious Harris,10:00,1,5,.200,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,1,3,+3,0
Sasha Pavlovic,7:00,1,3,.333,1,2,.500,1,2,.500,0,1,1,1,0,0,0,1,4,+6,0
Jiri Welsch,4:00,0,2,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+4,0
Team Totals,240,37,88,.420,6,16,.375,8,13,.615,13,28,41,24,5,5,11,19,88,nan,0
Joe Smith,44:00,6,12,.500,0,1,.000,9,10,.900,3,12,15,0,0,0,0,1,21,+19,1
Michael Redd,41:00,12,22,.545,1,5,.200,7,7,1.000,2,7,9,0,0,1,5,2,32,+26,1
Desmond Mason,41:00,6,16,.375,0,0,nan,1,1,1.000,0,2,2,5,1,0,1,3,13,-3,1
Mo Williams,33:00,3,9,.333,0,2,.000,6,6,1.000,0,1,1,10,0,0,1,2,12,+11,1
Dan Gadzuric,23:00,2,4,.500,0,0,nan,0,0,nan,2,6,8,0,3,1,1,2,4,+7,1
Calvin Booth,25:00,2,3,.667,0,0,nan,5,6,.833,1,2,3,1,1,2,1,1,9,+1,1
Anthony Goldwire,15:00,1,2,.500,1,2,.500,0,0,nan,0,1,1,1,1,0,1,1,3,-3,1
Erick Strickland,10:00,1,2,.500,0,0,nan,0,0,nan,0,0,0,2,1,0,2,3,2,-16,1
Toni Kukoc,8:00,0,2,.000,0,2,.000,0,0,nan,0,1,1,3,0,0,1,0,0,-2,1
240,37,88,.420,6,16,.375,8,13,.615,13,28,41,24,5,5,11,19,88,nan,240,1
