Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Carmelo Anthony,36:50,6,18,.333,2,5,.400,3,4,.750,2,10,12,4,1,2,1,4,17,-11,0
Jose Calderon,29:01,1,5,.200,0,1,.000,0,0,nan,1,2,3,5,0,0,1,0,2,0,0
Robin Lopez,28:19,3,9,.333,0,0,nan,0,0,nan,1,3,4,2,0,0,3,3,6,-13,0
Sasha Vujacic,21:50,4,10,.400,1,5,.200,0,0,nan,0,4,4,0,0,0,2,0,9,+7,0
Kristaps Porzingis,20:39,6,11,.545,1,4,.250,0,0,nan,1,3,4,1,2,2,0,5,13,-1,0
Langston Galloway,28:32,4,9,.444,3,5,.600,1,2,.500,2,2,4,0,2,0,1,1,12,-22,0
Kyle O'Quinn,19:01,4,6,.667,0,1,.000,0,0,nan,1,4,5,1,1,2,2,3,8,-4,0
Jerian Grant,16:37,0,5,.000,0,2,.000,6,6,1.000,0,1,1,2,0,0,0,2,6,-5,0
Lance Thomas,15:26,1,3,.333,0,0,nan,0,1,.000,1,0,1,1,0,0,1,3,2,-10,0
Derrick Williams,10:56,2,4,.500,1,1,1.000,2,2,1.000,0,2,2,0,0,0,1,1,7,+1,0
Kevin Seraphin,9:32,2,4,.500,0,0,nan,0,0,nan,0,0,0,0,0,1,0,1,4,+6,0
Cleanthony Early,3:17,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Lou Amundson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,33,84,.393,8,24,.333,12,15,.800,9,31,40,16,6,7,12,23,86,nan,0
Mo Williams,36:05,8,19,.421,2,8,.250,4,4,1.000,0,6,6,4,0,0,1,2,22,+3,1
Richard Jefferson,35:17,2,6,.333,1,5,.200,4,6,.667,0,4,4,3,0,0,1,2,9,+1,1
LeBron James,35:04,9,23,.391,1,5,.200,4,7,.571,2,3,5,3,4,1,3,1,23,+14,1
Kevin Love,32:21,4,13,.308,2,6,.333,1,2,.500,2,10,12,1,0,0,1,0,11,+10,1
Timofey Mozgov,21:55,3,6,.500,0,0,nan,4,4,1.000,0,3,3,2,0,0,0,1,10,-7,1
Matthew Dellavedova,27:25,2,7,.286,1,1,1.000,0,0,nan,1,2,3,7,0,0,3,2,5,+13,1
Tristan Thompson,25:36,4,6,.667,0,0,nan,2,2,1.000,4,9,13,1,0,1,1,1,10,+15,1
James Jones,11:03,1,3,.333,0,2,.000,3,3,1.000,0,0,0,0,0,0,0,1,5,-3,1
Jared Cunningham,10:09,0,0,nan,0,0,nan,1,4,.250,0,0,0,0,0,0,0,1,1,-1,1
Anderson Varejao,5:05,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,1,0,1,1,0,+5,1
J.R. Smith,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Sasha Kaun,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joe Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,33,84,.393,8,24,.333,12,15,.800,9,31,40,16,6,7,12,23,86,nan,240,1
