Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:23,13,22,.591,2,5,.400,8,8,1.000,1,5,6,4,3,0,5,5,36,+4,0
Chris Bosh,37:19,9,17,.529,0,1,.000,5,5,1.000,3,8,11,2,2,1,1,2,23,+9,0
James Jones,34:43,3,9,.333,1,5,.200,0,0,nan,0,2,2,1,1,1,1,0,7,+10,0
Carlos Arroyo,25:37,5,12,.417,1,3,.333,0,0,nan,0,3,3,2,0,0,2,2,11,-7,0
Zydrunas Ilgauskas,5:42,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,2,-5,0
Mario Chalmers,26:50,5,11,.455,1,4,.250,0,0,nan,0,3,3,2,2,1,3,2,11,+12,0
Joel Anthony,23:38,0,0,nan,0,0,nan,0,0,nan,2,0,2,0,1,1,0,5,0,+11,0
Mike Miller,19:27,0,3,.000,0,0,nan,1,2,.500,1,4,5,0,0,0,2,3,1,+17,0
Erick Dampier,15:36,1,5,.200,0,0,nan,0,0,nan,4,5,9,0,0,0,0,1,2,+3,0
Juwan Howard,13:45,0,1,.000,0,0,nan,2,2,1.000,0,3,3,1,0,0,1,2,2,+6,0
Team Totals,240,37,82,.451,5,18,.278,16,17,.941,11,33,44,12,9,4,16,22,95,nan,0
Jared Dudley,41:33,11,16,.688,7,10,.700,4,6,.667,5,7,12,0,3,0,2,1,33,-3,1
Grant Hill,35:26,4,12,.333,0,1,.000,0,0,nan,0,4,4,4,0,0,2,3,8,+5,1
Channing Frye,35:12,5,13,.385,3,7,.429,1,2,.500,1,5,6,1,1,1,0,5,14,-4,1
Steve Nash,31:58,1,4,.250,0,2,.000,2,2,1.000,0,4,4,18,0,0,5,1,4,0,1
Robin Lopez,26:43,4,7,.571,0,0,nan,4,5,.800,2,3,5,0,0,1,4,1,12,+2,1
Marcin Gortat,17:35,2,5,.400,0,0,nan,0,0,nan,1,3,4,0,0,0,1,2,4,-13,1
Goran Dragic,16:02,0,4,.000,0,2,.000,1,2,.500,1,1,2,1,0,0,1,3,1,-12,1
Hakim Warrick,12:48,1,5,.200,0,0,nan,1,2,.500,0,0,0,0,1,0,0,1,3,-8,1
Mickael Pietrus,12:34,1,6,.167,0,4,.000,0,0,nan,0,0,0,1,1,0,2,0,2,-17,1
Josh Childress,10:09,1,3,.333,0,0,nan,0,0,nan,1,1,2,0,1,0,2,4,2,-10,1
240,37,82,.451,5,18,.278,16,17,.941,11,33,44,12,9,4,16,22,95,nan,240,1
