Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,43:00,9,22,.409,2,3,.667,1,1,1.000,3,3,6,8,1,0,1,0,21,-8,0
Drew Gooden,39:00,7,16,.438,0,3,.000,10,12,.833,0,11,11,2,0,1,1,2,24,-1,0
Jeff McInnis,38:00,6,15,.400,1,4,.250,1,2,.500,0,1,1,5,2,0,1,5,14,+2,0
Zydrunas Ilgauskas,30:00,3,8,.375,0,0,nan,2,2,1.000,3,7,10,0,1,2,1,4,8,-5,0
Lucious Harris,18:00,0,4,.000,0,1,.000,0,0,nan,0,3,3,1,0,0,1,1,0,-3,0
Eric Snow,24:00,2,6,.333,0,2,.000,2,2,1.000,1,1,2,0,0,0,1,4,6,-6,0
Robert Traylor,15:00,2,4,.500,0,0,nan,0,2,.000,0,1,1,2,0,0,0,5,4,-4,0
Ira Newble,14:00,1,4,.250,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,2,-4,0
Anderson Varejao,10:00,3,5,.600,0,0,nan,1,1,1.000,2,2,4,1,0,0,0,2,7,-3,0
Sasha Pavlovic,7:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,+1,0
Scott Williams,2:00,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,1,0,0,0,0,+1,0
Team Totals,240,33,85,.388,3,13,.231,17,22,.773,9,29,38,19,5,3,6,25,86,nan,0
Dwyane Wade,41:00,10,20,.500,0,0,nan,8,10,.800,1,5,6,5,3,3,2,1,28,+6,1
Eddie Jones,35:00,2,6,.333,0,3,.000,0,0,nan,1,2,3,3,1,1,0,1,4,+10,1
Shaquille O'Neal,32:00,7,17,.412,0,0,nan,3,9,.333,1,8,9,2,0,3,1,2,17,+6,1
Udonis Haslem,29:00,6,9,.667,0,0,nan,3,4,.750,2,6,8,2,0,0,2,6,15,+8,1
Rasual Butler,27:00,5,5,1.000,1,1,1.000,0,0,nan,0,2,2,1,1,0,0,4,11,-1,1
Damon Jones,33:00,2,8,.250,1,6,.167,0,0,nan,1,2,3,2,0,0,2,0,5,0,1
Michael Doleac,19:00,1,6,.167,0,0,nan,1,2,.500,1,4,5,0,0,0,0,2,3,-1,1
Malik Allen,16:00,2,4,.500,0,0,nan,0,0,nan,1,3,4,0,0,1,1,4,4,-1,1
Wesley Person,8:00,1,1,1.000,1,1,1.000,2,2,1.000,0,1,1,0,0,0,0,0,5,+3,1
240,33,85,.388,3,13,.231,17,22,.773,9,29,38,19,5,3,6,25,86,nan,240,1
