Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tristan Thompson,30:48,5,6,.833,0,0,nan,1,2,.500,3,3,6,0,1,0,0,2,11,-14,0
J.R. Smith,27:52,4,17,.235,0,7,.000,2,4,.500,0,6,6,1,0,0,0,0,10,-17,0
Channing Frye,27:34,4,10,.400,2,7,.286,0,0,nan,0,4,4,1,0,0,0,4,10,-20,0
Deron Williams,26:13,4,8,.500,1,1,1.000,2,2,1.000,0,3,3,5,0,0,5,2,11,-17,0
Iman Shumpert,25:19,5,11,.455,0,2,.000,0,0,nan,0,5,5,3,0,0,0,4,10,-8,0
Richard Jefferson,27:40,4,9,.444,2,5,.400,2,3,.667,0,6,6,1,0,0,0,2,12,-20,0
Derrick Williams,23:40,1,5,.200,0,2,.000,0,0,nan,0,4,4,0,0,0,1,3,2,-11,0
DeAndre Liggins,18:19,1,3,.333,0,0,nan,0,0,nan,1,2,3,2,4,0,4,4,2,-13,0
James Jones,17:07,0,2,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,2,0,-18,0
Kay Felder,15:28,4,12,.333,0,2,.000,2,2,1.000,0,2,2,2,0,0,2,1,10,-12,0
LeBron James,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kyrie Irving,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kyle Korver,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,32,83,.386,5,27,.185,9,13,.692,4,36,40,15,5,0,12,24,78,nan,0
Blake Griffin,31:06,10,17,.588,1,2,.500,2,4,.500,1,7,8,4,0,0,0,1,23,+16,1
Chris Paul,27:11,0,8,.000,0,5,.000,5,5,1.000,0,4,4,7,0,0,3,2,5,+20,1
DeAndre Jordan,26:38,4,5,.800,0,0,nan,5,11,.455,5,12,17,2,1,0,0,0,13,+23,1
J.J. Redick,18:37,6,11,.545,2,4,.500,2,2,1.000,0,1,1,1,1,0,1,4,16,+14,1
Luc Mbah a Moute,14:04,1,2,.500,0,1,.000,0,0,nan,0,2,2,0,1,0,1,0,2,+4,1
Austin Rivers,29:25,4,9,.444,0,5,.000,3,4,.750,0,3,3,0,0,0,0,3,11,+18,1
Jamal Crawford,28:08,4,11,.364,3,5,.600,2,2,1.000,0,2,2,3,0,0,3,1,13,+17,1
Raymond Felton,22:28,2,5,.400,0,2,.000,0,0,nan,0,0,0,5,1,0,2,1,4,+15,1
Marreese Speights,14:38,3,4,.750,1,1,1.000,0,0,nan,0,8,8,2,0,1,1,1,7,+5,1
Paul Pierce,14:17,3,3,1.000,1,1,1.000,0,0,nan,1,5,6,3,0,1,2,1,7,+14,1
Brandon Bass,6:44,3,3,1.000,0,0,nan,1,1,1.000,0,2,2,0,0,0,1,0,7,+2,1
Wesley Johnson,6:44,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,1,0,1,0,+2,1
Alan Anderson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,32,83,.386,5,27,.185,9,13,.692,4,36,40,15,5,0,12,24,78,nan,240,1
