Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jimmy Butler,39:31,6,16,.375,1,3,.333,7,9,.778,1,6,7,3,1,1,0,1,20,-24,0
Taj Gibson,38:19,4,10,.400,0,0,nan,2,5,.400,3,7,10,1,1,5,1,3,10,-8,0
Pau Gasol,37:05,4,14,.286,0,0,nan,3,4,.750,5,6,11,2,0,2,0,2,11,-17,0
Derrick Rose,29:56,5,14,.357,3,5,.600,5,5,1.000,0,1,1,2,1,0,1,1,18,-13,0
Kirk Hinrich,26:35,0,4,.000,0,1,.000,0,0,nan,0,3,3,0,0,0,1,2,0,-18,0
Tony Snell,22:47,5,8,.625,2,4,.500,0,0,nan,1,3,4,0,1,1,4,2,12,+1,0
Aaron Brooks,18:37,5,9,.556,2,3,.667,4,4,1.000,0,1,1,3,1,0,0,1,16,+8,0
Nikola Mirotic,15:26,0,1,.000,0,0,nan,3,3,1.000,1,1,2,0,0,0,1,2,3,-7,0
E'Twaun Moore,6:34,1,3,.333,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,2,+4,0
Cameron Bairstow,2:35,0,1,.000,0,0,nan,2,2,1.000,0,0,0,0,0,0,0,0,2,+2,0
Nazr Mohammed,2:35,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,2,0,+2,0
Doug McDermott,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,30,80,.375,8,16,.500,26,32,.813,11,29,40,12,5,9,8,16,94,nan,0
Kyrie Irving,40:34,7,16,.438,1,2,.500,3,4,.750,1,3,4,12,0,2,1,1,18,+15,1
LeBron James,36:16,12,23,.522,0,3,.000,2,3,.667,1,4,5,4,0,0,6,4,26,+16,1
J.R. Smith,34:05,7,11,.636,6,9,.667,0,0,nan,1,2,3,1,1,0,1,1,20,+17,1
Timofey Mozgov,33:22,7,14,.500,0,0,nan,1,1,1.000,5,10,15,0,1,2,1,4,15,+17,1
Kevin Love,29:50,3,13,.231,1,3,.333,9,10,.900,5,7,12,2,1,0,3,4,16,+2,1
Tristan Thompson,27:06,3,10,.300,0,0,nan,0,1,.000,6,4,10,0,0,0,0,4,6,+13,1
Shawn Marion,17:49,1,1,1.000,0,0,nan,0,0,nan,1,3,4,1,2,0,0,0,2,+5,1
Matthew Dellavedova,12:58,1,1,1.000,0,0,nan,1,2,.500,0,0,0,0,0,0,0,0,3,-7,1
Brendan Haywood,2:00,0,0,nan,0,0,nan,2,4,.500,0,0,0,0,0,0,0,0,2,-2,1
James Jones,2:00,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Mike Miller,2:00,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-2,1
Joe Harris,2:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-2,1
240,30,80,.375,8,16,.500,26,32,.813,11,29,40,12,5,9,8,16,94,nan,240,1
