Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Toney Douglas,29:47,3,7,.429,0,0,nan,3,4,.750,3,2,5,5,1,0,0,3,9,+16,0
LeBron James,29:46,7,13,.538,1,3,.333,2,2,1.000,2,8,10,12,1,0,1,0,17,+32,0
James Jones,27:16,3,8,.375,3,6,.500,1,2,.500,0,1,1,3,0,1,0,1,10,+24,0
Chris Bosh,26:04,6,10,.600,2,3,.667,1,1,1.000,1,8,9,3,0,2,0,4,15,+29,0
Udonis Haslem,21:17,8,11,.727,0,0,nan,1,2,.500,0,5,5,0,0,1,0,0,17,+23,0
Norris Cole,31:43,4,9,.444,1,2,.500,3,5,.600,1,4,5,7,1,0,2,3,12,+16,0
Shane Battier,24:00,3,6,.500,0,2,.000,0,0,nan,0,2,2,0,0,0,0,2,6,+10,0
Chris Andersen,21:59,4,6,.667,0,0,nan,5,6,.833,1,5,6,0,1,0,1,1,13,+9,0
Rashard Lewis,18:40,4,6,.667,1,2,.500,0,0,nan,0,1,1,1,1,0,1,0,9,+1,0
Michael Beasley,4:44,1,2,.500,0,0,nan,0,0,nan,1,1,2,0,0,0,2,0,2,0,0
Justin Hamilton,4:44,0,1,.000,0,1,.000,0,0,nan,1,0,1,0,1,0,1,0,0,0,0
Dwyane Wade,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Mario Chalmers,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,43,79,.544,8,19,.421,16,22,.727,10,37,47,31,6,4,8,14,110,nan,0
Andre Drummond,34:58,4,7,.571,0,0,nan,1,2,.500,6,8,14,0,1,0,1,3,9,-27,1
Greg Monroe,29:14,5,14,.357,0,0,nan,2,4,.500,4,4,8,1,0,2,1,3,12,-31,1
Brandon Jennings,28:16,2,8,.250,0,4,.000,4,6,.667,0,0,0,7,1,0,1,1,8,-29,1
Josh Smith,26:58,4,14,.286,1,5,.200,0,0,nan,0,2,2,3,1,1,3,4,9,-32,1
Kyle Singler,25:24,4,9,.444,0,4,.000,3,3,1.000,1,0,1,2,0,0,1,2,11,-23,1
Jonas Jerebko,23:50,3,7,.429,0,2,.000,0,0,nan,0,6,6,2,0,0,0,3,6,-3,1
Rodney Stuckey,23:07,4,7,.571,0,1,.000,0,0,nan,0,1,1,1,0,0,1,0,8,-9,1
Kentavious Caldwell-Pope,19:01,1,4,.250,1,3,.333,0,0,nan,0,1,1,1,0,1,1,5,3,-3,1
Will Bynum,15:00,3,5,.600,1,3,.333,5,6,.833,0,1,1,2,1,0,1,0,12,-3,1
Tony Mitchell,4:44,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,0,0,1,0,0,1
Peyton Siva,4:44,0,2,.000,0,2,.000,0,0,nan,0,1,1,1,1,0,1,0,0,0,1
Luigi Datome,4:44,0,2,.000,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,0,0,1
Charlie Villanueva,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,43,79,.544,8,19,.421,16,22,.727,10,37,47,31,6,4,8,14,110,nan,240,1
