Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:39,8,15,.533,3,7,.429,9,10,.900,0,8,8,5,1,1,2,2,28,-14,0
Chris Bosh,37:09,5,11,.455,0,2,.000,2,3,.667,3,2,5,0,1,3,0,2,12,-5,0
Dwyane Wade,35:45,9,18,.500,0,2,.000,2,4,.500,0,2,2,3,3,0,2,4,20,-9,0
Mario Chalmers,25:46,1,3,.333,1,2,.500,0,0,nan,0,1,1,2,1,0,2,1,3,-19,0
Shane Battier,20:13,1,4,.250,0,2,.000,0,0,nan,0,1,1,0,1,0,1,2,2,-11,0
Ray Allen,27:41,2,6,.333,0,1,.000,5,6,.833,1,1,2,1,0,0,0,1,9,-7,0
Norris Cole,16:45,1,3,.333,1,3,.333,0,0,nan,0,0,0,2,0,0,1,0,3,+3,0
Chris Andersen,14:41,0,0,nan,0,0,nan,2,2,1.000,0,4,4,0,0,2,2,3,2,-13,0
Rashard Lewis,10:43,1,3,.333,0,2,.000,0,0,nan,0,2,2,0,1,0,0,2,2,-5,0
James Jones,8:44,3,3,1.000,3,3,1.000,0,0,nan,0,1,1,0,0,0,0,3,9,+4,0
Toney Douglas,0:58,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Udonis Haslem,0:58,0,1,.000,0,0,nan,0,0,nan,1,0,1,0,0,0,0,0,0,+2,0
Michael Beasley,0:58,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Team Totals,240,31,68,.456,8,24,.333,20,25,.800,5,22,27,13,8,6,10,20,90,nan,0
Deron Williams,39:40,3,11,.273,1,2,.500,2,2,1.000,1,2,3,11,1,0,2,2,9,+18,1
Joe Johnson,34:23,7,10,.700,5,7,.714,0,0,nan,1,2,3,6,0,0,2,1,19,+17,1
Shaun Livingston,29:50,5,9,.556,1,1,1.000,1,2,.500,0,4,4,5,1,0,0,2,12,+5,1
Paul Pierce,28:42,5,10,.500,2,3,.667,2,3,.667,0,4,4,1,2,0,3,5,14,+8,1
Kevin Garnett,22:48,5,6,.833,0,0,nan,0,0,nan,1,6,7,1,0,0,1,2,10,-1,1
Andray Blatche,19:40,5,10,.500,0,0,nan,5,6,.833,4,6,10,0,0,0,1,3,15,+15,1
Mirza Teletovic,19:18,4,7,.571,4,7,.571,0,0,nan,1,5,6,0,1,0,3,4,12,+6,1
Andrei Kirilenko,19:00,1,1,1.000,0,0,nan,1,2,.500,1,2,3,1,1,0,0,0,3,+10,1
Alan Anderson,17:53,3,6,.500,2,4,.500,0,0,nan,0,1,1,1,0,0,2,3,8,+4,1
Marcus Thornton,5:40,0,2,.000,0,1,.000,2,2,1.000,0,1,1,0,0,1,0,1,2,-4,1
Mason Plumlee,2:08,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,-6,1
Jorge Gutierrez,0:58,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
Jason Collins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,31,68,.456,8,24,.333,20,25,.800,5,22,27,13,8,6,10,20,90,nan,240,1
