Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Chris Bosh,35:58,6,13,.462,0,0,nan,2,2,1.000,2,15,17,2,0,1,2,3,14,+33,0
Dwyane Wade,35:37,15,23,.652,1,2,.500,5,9,.556,3,3,6,6,1,1,3,2,36,+31,0
LeBron James,35:11,10,19,.526,2,3,.667,3,5,.600,1,9,10,3,2,0,3,1,25,+15,0
Zydrunas Ilgauskas,23:17,3,6,.500,0,0,nan,0,2,.000,0,4,4,1,1,1,3,3,6,+13,0
Carlos Arroyo,20:49,3,6,.500,1,2,.500,0,0,nan,0,2,2,5,0,0,0,0,7,+10,0
Mario Chalmers,27:11,2,7,.286,2,4,.500,2,2,1.000,1,2,3,3,2,0,2,3,8,+11,0
James Jones,22:38,1,3,.333,1,3,.333,0,0,nan,0,4,4,2,1,0,1,1,3,-2,0
Erick Dampier,16:10,0,0,nan,0,0,nan,1,2,.500,2,2,4,0,0,3,0,2,1,+2,0
Joel Anthony,11:09,0,0,nan,0,0,nan,2,2,1.000,1,2,3,0,0,2,0,2,2,+4,0
Juwan Howard,9:26,0,1,.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,1,0,-10,0
Eddie House,2:34,1,1,1.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,2,-2,0
Team Totals,240,41,79,.519,7,14,.500,15,24,.625,11,45,56,22,7,8,14,18,104,nan,0
Beno Udrih,32:55,4,10,.400,1,3,.333,3,4,.750,1,1,2,7,0,0,3,1,12,-8,1
Tyreke Evans,30:38,2,10,.200,0,3,.000,1,2,.500,0,1,1,1,3,0,2,2,5,-5,1
Jason Thompson,30:17,5,11,.455,0,0,nan,3,3,1.000,2,3,5,0,0,0,1,1,13,-31,1
Donte Greene,27:30,3,8,.375,0,3,.000,0,0,nan,1,2,3,3,2,1,2,3,6,-21,1
DeMarcus Cousins,20:55,2,11,.182,0,0,nan,2,6,.333,2,4,6,1,0,0,1,3,6,-18,1
Omri Casspi,26:45,7,13,.538,5,7,.714,1,2,.500,1,2,3,1,0,0,0,4,20,-11,1
Samuel Dalembert,25:44,3,8,.375,0,1,.000,1,2,.500,5,6,11,0,1,3,0,4,7,+4,1
Carl Landry,16:28,4,9,.444,0,0,nan,0,2,.000,0,0,0,0,0,0,0,0,8,+1,1
Eugene Jeter,16:03,2,6,.333,0,0,nan,0,0,nan,0,4,4,4,0,0,2,1,4,-13,1
Francisco Garcia,9:49,0,3,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,0,-5,1
Darnell Jackson,2:36,1,1,1.000,0,0,nan,0,0,nan,1,0,1,0,0,0,0,1,2,+2,1
Luther Head,0:20,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,41,79,.519,7,14,.500,15,24,.625,11,45,56,22,7,8,14,18,104,nan,240,1
