Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kevin Love,37:15,9,19,.474,5,7,.714,6,6,1.000,0,6,6,3,0,0,0,3,29,+17,0
LeBron James,35:48,7,16,.438,0,2,.000,6,7,.857,1,8,9,8,1,0,1,3,20,+19,0
J.R. Smith,32:39,2,10,.200,2,6,.333,0,0,nan,0,2,2,2,0,0,1,2,6,+14,0
Kyrie Irving,32:25,11,19,.579,0,3,.000,6,7,.857,0,4,4,2,1,0,1,2,28,+13,0
Tristan Thompson,31:25,3,5,.600,0,0,nan,5,5,1.000,3,11,14,0,0,1,1,2,11,+16,0
Matthew Dellavedova,20:56,1,4,.250,1,1,1.000,2,2,1.000,2,1,3,4,1,0,1,3,5,-9,0
Timofey Mozgov,18:54,5,6,.833,0,0,nan,2,2,1.000,4,4,8,1,0,0,1,2,12,-6,0
Iman Shumpert,15:18,1,2,.500,1,2,.500,0,0,nan,0,1,1,0,0,0,1,3,3,-1,0
Richard Jefferson,12:04,0,2,.000,0,2,.000,0,0,nan,0,0,0,0,1,0,0,4,0,-9,0
James Jones,1:38,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-7,0
Jared Cunningham,1:38,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-7,0
Mo Williams,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Anderson Varejao,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,39,83,.470,9,23,.391,27,29,.931,10,37,47,20,4,1,7,25,114,nan,0
Kentavious Caldwell-Pope,35:05,7,15,.467,2,4,.500,3,3,1.000,3,4,7,2,1,1,0,2,19,-14,1
Andre Drummond,34:56,9,14,.643,0,0,nan,2,8,.250,1,7,8,0,1,3,0,4,20,-22,1
Reggie Jackson,32:28,6,16,.375,0,3,.000,3,3,1.000,0,2,2,6,0,0,3,0,15,-15,1
Marcus Morris,30:23,4,10,.400,1,4,.250,5,5,1.000,0,2,2,2,1,0,1,4,14,-11,1
Ersan Ilyasova,26:42,4,10,.400,1,4,.250,2,2,1.000,1,3,4,0,1,0,1,4,11,-5,1
Stanley Johnson,30:11,6,10,.600,1,1,1.000,2,3,.667,1,3,4,5,1,0,2,4,15,+7,1
Anthony Tolliver,21:18,2,5,.400,2,5,.400,2,2,1.000,1,3,4,3,0,0,0,1,8,-3,1
Brandon Jennings,15:32,0,2,.000,0,2,.000,0,0,nan,0,2,2,2,0,0,1,1,0,+7,1
Aron Baynes,10:48,2,2,1.000,0,0,nan,0,0,nan,1,4,5,0,0,0,1,3,4,+10,1
Joel Anthony,2:16,0,0,nan,0,0,nan,0,0,nan,1,0,1,0,0,0,0,1,0,+4,1
Darrun Hilliard,0:21,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,1
Reggie Bullock,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Steve Blake,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,39,83,.470,9,23,.391,27,29,.931,10,37,47,20,4,1,7,25,114,nan,240,1
