Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,40:19,15,26,.577,3,4,.750,0,3,.000,2,7,9,3,1,0,5,4,33,+6,0
Larry Hughes,38:55,5,14,.357,1,2,.500,4,5,.800,0,3,3,1,1,0,1,1,15,+3,0
Zydrunas Ilgauskas,30:42,6,13,.462,0,0,nan,2,2,1.000,4,5,9,2,0,2,5,4,14,0,0
Drew Gooden,30:10,4,9,.444,0,0,nan,0,1,.000,6,6,12,0,0,2,3,2,8,+11,0
Eric Snow,20:22,0,2,.000,0,0,nan,2,2,1.000,0,1,1,3,0,1,2,3,2,-3,0
Donyell Marshall,24:17,5,12,.417,2,5,.400,0,0,nan,5,2,7,3,1,0,0,2,12,-15,0
Daniel Gibson,23:03,2,4,.500,1,2,.500,0,0,nan,1,1,2,3,0,0,1,1,5,-5,0
Damon Jones,13:34,1,2,.500,0,1,.000,0,0,nan,1,1,2,1,0,0,0,0,2,-16,0
Anderson Varejao,10:51,0,2,.000,0,0,nan,2,2,1.000,0,0,0,0,0,0,2,2,2,-10,0
Sasha Pavlovic,7:47,1,2,.500,1,1,1.000,0,0,nan,0,1,1,0,1,0,0,0,3,-6,0
Team Totals,240,39,86,.453,8,15,.533,10,15,.667,19,27,46,16,4,5,19,19,96,nan,0
Luol Deng,42:24,15,19,.789,0,0,nan,2,2,1.000,3,3,6,1,1,0,1,1,32,+7,1
Chris Duhon,41:22,2,9,.222,0,4,.000,4,5,.800,0,2,2,11,0,0,2,0,8,+12,1
Ben Wallace,22:05,1,4,.250,0,0,nan,0,4,.000,2,0,2,1,1,0,1,0,2,-7,1
Andres Nocioni,16:40,3,9,.333,0,2,.000,0,0,nan,5,3,8,0,0,1,1,2,6,-14,1
Thabo Sefolosha,12:31,0,3,.000,0,0,nan,0,0,nan,0,2,2,1,0,0,0,2,0,-10,1
Ben Gordon,34:52,8,18,.444,0,1,.000,5,5,1.000,1,3,4,7,2,0,4,4,21,+16,1
P.J. Brown,31:33,5,11,.455,0,0,nan,3,3,1.000,4,6,10,1,1,0,1,0,13,+21,1
Malik Allen,15:10,5,9,.556,0,0,nan,0,0,nan,1,6,7,0,1,1,0,4,10,+21,1
Mike Sweetney,10:11,3,3,1.000,0,0,nan,0,2,.000,2,3,5,1,0,2,0,3,6,-7,1
Adrian Griffin,7:36,1,2,.500,0,0,nan,0,0,nan,0,0,0,1,0,0,2,0,2,-4,1
Tyrus Thomas,5:36,1,2,.500,0,0,nan,1,2,.500,0,0,0,0,1,1,0,0,3,0,1
240,39,86,.453,8,15,.533,10,15,.667,19,27,46,16,4,5,19,19,96,nan,240,1
