Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:47,6,14,.429,1,3,.333,6,8,.750,1,10,11,4,0,1,6,3,19,+5,0
J.R. Smith,38:07,6,14,.429,4,9,.444,1,2,.500,1,2,3,3,2,0,0,2,17,+8,0
Iman Shumpert,37:25,2,5,.400,0,2,.000,2,2,1.000,1,7,8,1,3,0,2,3,6,+7,0
Kevin Love,35:34,11,19,.579,3,5,.600,4,4,1.000,4,11,15,3,0,1,1,1,29,+13,0
Jae Crowder,34:55,4,13,.308,1,6,.167,6,6,1.000,3,4,7,3,0,0,0,2,15,+9,0
Kyle Korver,19:37,4,7,.571,3,6,.500,2,3,.667,0,3,3,0,0,0,0,3,13,-5,0
Jeff Green,15:02,2,4,.500,0,0,nan,5,6,.833,0,1,1,1,3,0,3,1,9,+2,0
Dwyane Wade,14:35,0,5,.000,0,0,nan,3,4,.750,0,4,4,3,0,1,5,2,3,-2,0
Channing Frye,2:58,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,-2,0
Ante Zizic,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Jose Calderon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Cedi Osman,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,81,.432,12,31,.387,29,35,.829,10,43,53,18,8,3,17,18,111,nan,0
Wesley Matthews,41:12,3,13,.231,2,9,.222,4,4,1.000,1,1,2,6,2,0,0,5,12,-7,1
Harrison Barnes,39:25,9,19,.474,2,5,.400,3,4,.750,1,11,12,1,0,0,3,3,23,-3,1
Yogi Ferrell,35:48,3,10,.300,1,4,.250,0,0,nan,0,1,1,3,1,0,1,4,7,-4,1
Dennis Smith,30:05,8,16,.500,2,6,.333,3,4,.750,1,4,5,7,2,2,1,2,21,-4,1
Dirk Nowitzki,25:06,6,9,.667,2,2,1.000,0,0,nan,1,4,5,0,1,1,0,0,14,-3,1
J.J. Barea,21:41,3,10,.300,1,5,.200,2,3,.667,0,2,2,3,0,0,2,2,9,-2,1
Dwight Powell,16:06,1,4,.250,0,1,.000,1,2,.500,2,6,8,0,1,0,0,3,3,-11,1
Devin Harris,12:12,3,8,.375,0,2,.000,3,4,.750,1,1,2,0,0,0,3,2,9,-3,1
Salah Mejri,9:31,3,3,1.000,0,0,nan,0,0,nan,2,2,4,0,0,0,0,2,6,+2,1
Dorian Finney-Smith,6:48,0,0,nan,0,0,nan,0,0,nan,0,1,1,1,0,0,0,3,0,0,1
Maxi Kleber,2:06,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Nerlens Noel,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jeff Withey,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,35,81,.432,12,31,.387,29,35,.829,10,43,53,18,8,3,17,18,111,nan,240,1
