Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Michael Redd,43:02,12,22,.545,3,10,.300,5,5,1.000,1,2,3,2,1,0,1,1,32,-1,0
Mo Williams,33:01,4,11,.364,1,3,.333,1,2,.500,0,6,6,4,2,0,1,4,10,-1,0
Jamaal Magloire,31:04,4,7,.571,0,0,nan,4,4,1.000,0,7,7,0,1,0,1,5,12,-3,0
Andrew Bogut,29:17,5,12,.417,0,0,nan,0,0,nan,1,6,7,1,0,2,1,4,10,-3,0
Bobby Simmons,19:57,3,7,.429,1,2,.500,1,1,1.000,1,4,5,2,1,1,2,6,8,+6,0
T.J. Ford,38:38,5,12,.417,0,2,.000,0,0,nan,2,5,7,5,0,1,4,2,10,-12,0
Toni Kukoc,24:34,1,5,.200,1,4,.250,2,2,1.000,1,2,3,2,1,0,0,2,5,-10,0
Jiri Welsch,20:27,0,6,.000,0,1,.000,1,2,.500,0,1,1,1,0,0,0,0,1,-16,0
Team Totals,240,34,82,.415,6,22,.273,14,16,.875,6,33,39,17,6,4,10,24,88,nan,0
LeBron James,45:12,14,22,.636,3,7,.429,4,9,.444,2,5,7,6,0,1,0,1,35,+4,1
Drew Gooden,36:41,4,11,.364,0,0,nan,6,10,.600,7,10,17,1,0,0,2,2,14,-1,1
Eric Snow,29:45,3,8,.375,0,0,nan,1,2,.500,0,2,2,4,0,1,3,4,7,-3,1
Zydrunas Ilgauskas,25:39,5,13,.385,0,0,nan,0,0,nan,3,2,5,2,2,1,0,4,10,+1,1
Damon Jones,17:18,1,6,.167,1,6,.167,0,0,nan,0,0,0,3,1,0,0,1,3,-12,1
Mike Wilks,26:33,2,4,.500,0,0,nan,0,0,nan,0,5,5,2,0,0,1,2,4,+18,1
Donyell Marshall,26:24,5,12,.417,2,8,.250,2,2,1.000,2,6,8,1,0,1,0,0,14,+11,1
Ira Newble,21:33,0,1,.000,0,0,nan,2,4,.500,0,3,3,1,1,0,1,2,2,+9,1
Luke Jackson,10:55,2,5,.400,1,3,.333,2,2,1.000,1,1,2,2,1,0,2,1,7,+13,1
240,34,82,.415,6,22,.273,14,16,.875,6,33,39,17,6,4,10,24,88,nan,240,1
