Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,26:27,4,13,.308,0,3,.000,4,5,.800,0,4,4,5,0,0,3,2,12,-29,0
Matthew Dellavedova,25:35,4,8,.500,2,4,.500,0,0,nan,0,1,1,6,0,0,1,2,10,-16,0
J.R. Smith,20:53,1,6,.167,1,5,.200,0,0,nan,0,0,0,1,1,0,0,2,3,-25,0
Kevin Love,19:47,4,9,.444,4,7,.571,1,3,.333,1,4,5,0,0,0,2,0,13,-21,0
Timofey Mozgov,14:06,1,4,.250,0,0,nan,0,0,nan,2,2,4,0,0,1,1,2,2,-13,0
Richard Jefferson,25:46,3,6,.500,2,4,.500,2,2,1.000,0,2,2,0,1,0,1,3,10,-1,0
Iman Shumpert,24:57,2,8,.250,1,4,.250,0,0,nan,0,4,4,2,1,0,3,1,5,-13,0
Tristan Thompson,21:54,2,3,.667,0,0,nan,0,0,nan,4,7,11,1,0,0,1,3,4,-18,0
James Jones,18:06,3,8,.375,1,4,.250,0,1,.000,0,2,2,0,0,0,0,2,7,+2,0
Anderson Varejao,14:06,2,2,1.000,0,0,nan,0,0,nan,0,5,5,1,0,0,2,2,4,+3,0
Jared Cunningham,12:00,2,4,.500,0,0,nan,2,4,.500,0,0,0,2,1,0,0,0,6,+2,0
Mo Williams,10:25,0,6,.000,0,0,nan,0,0,nan,1,1,2,2,0,0,1,1,0,-15,0
Sasha Kaun,5:58,0,0,nan,0,0,nan,0,0,nan,1,1,2,1,0,1,2,0,0,-1,0
Team Totals,240,28,77,.364,11,31,.355,9,15,.600,9,33,42,21,4,2,17,20,76,nan,0
CJ McCollum,34:14,7,18,.389,1,5,.200,1,3,.333,0,4,4,6,1,0,1,0,16,+36,1
Allen Crabbe,31:08,8,15,.533,4,6,.667,6,6,1.000,0,3,3,1,0,0,0,2,26,+26,1
Mason Plumlee,28:23,4,6,.667,0,0,nan,3,4,.750,2,12,14,4,1,1,2,2,11,+26,1
Al-Farouq Aminu,22:07,5,9,.556,2,5,.400,0,0,nan,0,1,1,5,2,0,0,1,12,+25,1
Noah Vonleh,21:26,1,3,.333,0,0,nan,0,0,nan,2,4,6,1,4,0,0,3,2,+24,1
Meyers Leonard,22:54,5,9,.556,2,4,.500,1,2,.500,1,4,5,4,0,0,0,2,13,+7,1
Gerald Henderson,19:55,1,7,.143,0,1,.000,3,4,.750,0,3,3,1,0,1,0,0,5,+3,1
Tim Frazier,18:05,1,4,.250,0,1,.000,0,0,nan,0,3,3,4,1,0,3,0,2,-8,1
Ed Davis,13:10,4,4,1.000,0,0,nan,0,0,nan,2,2,4,2,0,0,0,1,8,+3,1
Maurice Harkless,12:33,2,5,.400,0,0,nan,0,0,nan,2,1,3,0,0,1,0,0,4,+4,1
Chris Kaman,5:58,2,4,.500,0,0,nan,0,0,nan,1,0,1,0,0,0,1,1,4,+1,1
Pat Connaughton,5:58,0,2,.000,0,0,nan,0,0,nan,0,2,2,0,0,0,0,0,0,+1,1
Luis Montero,4:09,1,3,.333,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,2,-3,1
240,28,77,.364,11,31,.355,9,15,.600,9,33,42,21,4,2,17,20,76,nan,240,1
