Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,44:00,12,26,.462,1,4,.250,3,4,.750,3,10,13,9,1,1,4,1,28,-1,0
Jeff McInnis,38:00,8,12,.667,2,4,.500,2,2,1.000,0,0,0,1,1,0,4,4,20,-1,0
Ira Newble,36:00,4,8,.500,0,2,.000,0,0,nan,0,2,2,3,1,1,0,6,8,+5,0
Zydrunas Ilgauskas,34:00,5,13,.385,0,0,nan,3,6,.500,3,12,15,3,0,1,2,5,13,+7,0
Drew Gooden,18:00,4,8,.500,0,0,nan,0,0,nan,2,3,5,0,1,1,4,3,8,-11,0
Eric Snow,19:00,1,1,1.000,1,1,1.000,0,0,nan,0,2,2,2,1,0,3,1,3,-8,0
Lucious Harris,16:00,2,6,.333,1,2,.500,3,4,.750,1,0,1,1,0,0,0,1,8,-7,0
Anderson Varejao,16:00,0,1,.000,0,0,nan,0,0,nan,1,2,3,1,1,1,0,2,0,+9,0
Robert Traylor,14:00,3,6,.500,0,0,nan,0,0,nan,1,2,3,2,1,0,1,2,6,-12,0
Sasha Pavlovic,5:00,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,0
Team Totals,240,39,81,.481,5,13,.385,11,16,.688,11,33,44,22,7,5,18,25,94,nan,0
Lamar Odom,39:00,8,17,.471,0,3,.000,8,10,.800,3,5,8,7,0,0,0,1,24,+4,1
Caron Butler,39:00,7,18,.389,0,2,.000,7,8,.875,4,7,11,1,5,1,5,5,21,-5,1
Chucky Atkins,38:00,2,9,.222,1,4,.250,6,6,1.000,0,1,1,3,2,0,2,2,11,-1,1
Chris Mihm,26:00,6,11,.545,0,0,nan,1,2,.500,2,3,5,0,0,0,1,5,13,-1,1
Kobe Bryant,6:00,1,2,.500,0,1,.000,0,0,nan,0,0,0,3,0,0,1,0,2,0,1
Sasha Vujacic,26:00,1,7,.143,1,5,.200,3,3,1.000,0,3,3,1,2,0,0,2,6,+6,1
Jumaine Jones,25:00,2,6,.333,0,2,.000,1,2,.500,5,2,7,1,1,1,0,3,5,+5,1
Brian Grant,15:00,2,4,.500,0,0,nan,1,2,.500,2,2,4,0,2,0,0,0,5,+3,1
Brian Cook,14:00,2,6,.333,2,4,.500,0,0,nan,1,3,4,1,0,0,1,0,6,+4,1
Tierre Brown,12:00,2,5,.400,0,1,.000,1,2,.500,0,1,1,1,0,0,3,1,5,+5,1
240,39,81,.481,5,13,.385,11,16,.688,11,33,44,22,7,5,18,25,94,nan,240,1
