Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Marko Jaric,40:55,4,9,.444,0,1,.000,0,0,nan,0,4,4,5,0,0,2,4,8,+10,0
Kevin Garnett,35:54,10,14,.714,0,1,.000,6,8,.750,0,11,11,4,0,2,2,2,26,-2,0
Wally Szczerbiak,31:03,5,7,.714,2,4,.500,4,6,.667,1,0,1,2,1,0,1,3,16,-1,0
Michael Olowokandi,23:05,0,5,.000,0,0,nan,0,0,nan,0,3,3,1,1,1,1,3,0,-3,0
Trenton Hassell,21:57,2,5,.400,0,0,nan,0,0,nan,0,1,1,2,1,0,4,4,4,-9,0
Eddie Griffin,30:22,3,9,.333,1,2,.500,0,0,nan,4,8,12,0,1,5,0,2,7,+7,0
Troy Hudson,24:45,6,10,.600,3,4,.750,3,4,.750,0,3,3,3,0,1,4,1,18,+2,0
Richie Frahm,11:27,1,5,.200,0,2,.000,0,0,nan,0,0,0,0,0,0,0,0,2,+12,0
Mark Madsen,6:19,1,2,.500,0,0,nan,0,0,nan,1,2,3,1,0,0,0,1,2,+6,0
Rashad McCants,6:14,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,1,3,2,+2,0
Anthony Carter,5:49,1,1,1.000,0,0,nan,2,2,1.000,0,1,1,0,0,0,1,0,4,-2,0
Ronald Dupree,2:10,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Team Totals,240,34,69,.493,6,14,.429,15,20,.750,6,33,39,18,4,9,16,23,89,nan,0
LeBron James,44:04,13,29,.448,6,11,.545,6,6,1.000,2,3,5,2,4,0,2,2,38,-3,1
Larry Hughes,42:40,3,16,.188,1,1,1.000,5,5,1.000,1,4,5,1,0,1,2,2,12,-6,1
Drew Gooden,33:32,4,8,.500,0,0,nan,4,4,1.000,3,9,12,0,0,0,0,4,12,+2,1
Eric Snow,28:57,3,5,.600,0,0,nan,1,2,.500,2,1,3,3,2,1,1,4,7,+3,1
Zydrunas Ilgauskas,28:34,2,10,.200,0,0,nan,5,6,.833,6,2,8,0,1,2,3,2,9,+1,1
Donyell Marshall,25:12,0,9,.000,0,5,.000,0,0,nan,3,5,8,0,0,2,2,5,0,-10,1
Damon Jones,21:41,0,6,.000,0,4,.000,1,1,1.000,1,1,2,2,1,0,1,1,1,-1,1
Alan Henderson,8:22,2,3,.667,0,0,nan,0,0,nan,3,1,4,0,0,0,0,1,4,-1,1
Luke Jackson,6:58,1,2,.500,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,2,-5,1
240,34,69,.493,6,14,.429,15,20,.750,6,33,39,18,4,9,16,23,89,nan,240,1
