Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,40:02,10,21,.476,3,6,.500,5,8,.625,5,8,13,10,1,1,4,3,28,-3,0
Tristan Thompson,34:40,4,11,.364,0,0,nan,1,4,.250,6,7,13,2,0,0,0,1,9,-6,0
Kyrie Irving,32:05,10,19,.526,2,6,.333,6,6,1.000,0,2,2,1,1,1,2,4,28,-11,0
Iman Shumpert,21:09,1,4,.250,0,3,.000,0,0,nan,0,0,0,1,0,1,1,3,2,-7,0
Channing Frye,12:39,1,4,.250,1,4,.250,0,0,nan,0,2,2,0,0,0,0,2,3,-1,0
Derrick Williams,31:10,5,10,.500,2,5,.400,1,2,.500,0,3,3,0,1,1,2,2,13,-2,0
Kyle Korver,26:15,1,7,.143,1,4,.250,1,1,1.000,0,2,2,2,0,0,0,3,4,-1,0
Deron Williams,23:44,2,8,.250,0,2,.000,0,0,nan,0,2,2,2,0,0,0,1,4,+4,0
Richard Jefferson,18:16,3,7,.429,1,3,.333,1,1,1.000,1,3,4,2,0,1,1,2,8,+7,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
DeAndre Liggins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,37,91,.407,10,33,.303,15,22,.682,12,29,41,20,3,5,10,21,99,nan,0
Isaiah Thomas,34:36,10,20,.500,3,9,.333,8,12,.667,1,1,2,5,2,1,4,2,31,+13,1
Jae Crowder,32:47,5,10,.500,3,5,.600,4,4,1.000,0,10,10,2,1,0,0,3,17,+12,1
Al Horford,32:13,3,6,.500,1,1,1.000,2,2,1.000,2,8,10,10,0,1,2,1,9,+11,1
Avery Bradley,21:36,4,11,.364,2,5,.400,1,2,.500,0,2,2,0,0,0,0,2,11,+6,1
Amir Johnson,11:29,2,3,.667,1,2,.500,0,0,nan,2,0,2,0,0,0,0,2,5,-5,1
Marcus Smart,32:46,4,9,.444,1,2,.500,0,0,nan,0,2,2,8,0,1,1,3,9,+4,1
Jaylen Brown,22:56,3,7,.429,1,4,.250,1,1,1.000,1,5,6,0,0,1,3,2,8,-9,1
Kelly Olynyk,18:45,4,5,.800,0,0,nan,2,2,1.000,1,1,2,2,0,1,2,5,10,+5,1
Jonas Jerebko,18:38,1,1,1.000,1,1,1.000,0,0,nan,1,5,6,0,0,1,0,1,3,-7,1
Terry Rozier,9:42,0,5,.000,0,2,.000,0,0,nan,0,5,5,1,0,0,0,0,0,-6,1
Tyler Zeller,4:32,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,1,0,0,0,0,-4,1
James Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jordan Mickey,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,37,91,.407,10,33,.303,15,22,.682,12,29,41,20,3,5,10,21,99,nan,240,1
