Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Michael Finley,43:00,9,20,.450,1,4,.250,4,4,1.000,1,5,6,2,1,0,0,3,23,+12,0
Dirk Nowitzki,39:00,5,15,.333,0,3,.000,8,8,1.000,2,8,10,4,2,1,0,1,18,+15,0
Steve Nash,36:00,8,11,.727,2,3,.667,2,2,1.000,1,5,6,10,1,0,1,0,20,+26,0
Antoine Walker,36:00,5,18,.278,0,2,.000,1,2,.500,4,7,11,7,2,4,3,1,11,+8,0
Scott Williams,21:00,7,8,.875,0,0,nan,2,2,1.000,1,5,6,0,1,1,0,2,16,+27,0
Antawn Jamison,23:00,6,12,.500,0,1,.000,0,0,nan,4,0,4,1,1,0,1,2,12,+8,0
Josh Howard,20:00,3,6,.500,1,1,1.000,3,4,.750,1,3,4,0,0,1,1,4,10,0,0
Shawn Bradley,14:00,2,2,1.000,0,0,nan,0,0,nan,1,2,3,0,1,1,0,3,4,-12,0
Eduardo Najera,4:00,0,2,.000,0,0,nan,0,0,nan,2,0,2,0,0,0,1,1,0,+3,0
Travis Best,4:00,0,1,.000,0,0,nan,0,0,nan,1,0,1,2,0,0,0,0,0,-7,0
Team Totals,240,45,95,.474,4,14,.286,20,22,.909,18,35,53,26,9,8,7,17,114,nan,0
Eric Williams,37:00,4,9,.444,1,3,.333,5,6,.833,0,6,6,2,0,0,1,2,14,-12,1
Carlos Boozer,36:00,10,16,.625,0,0,nan,4,4,1.000,2,12,14,1,0,0,0,2,24,-15,1
LeBron James,34:00,6,12,.500,0,0,nan,4,4,1.000,2,2,4,9,0,1,5,2,16,-15,1
Jeff McInnis,31:00,5,10,.500,1,3,.333,0,0,nan,0,0,0,7,0,0,2,1,11,-22,1
Zydrunas Ilgauskas,29:00,4,11,.364,0,0,nan,3,4,.750,1,2,3,1,0,2,2,2,11,-17,1
Dajuan Wagner,20:00,3,11,.273,0,2,.000,0,0,nan,1,2,3,1,1,0,0,3,6,-3,1
Tony Battie,19:00,4,8,.500,0,1,.000,0,1,.000,3,3,6,0,0,4,0,1,8,+1,1
Kevin Ollie,17:00,2,3,.667,0,0,nan,1,1,1.000,0,3,3,4,1,1,1,2,5,+6,1
Ira Newble,14:00,1,3,.333,0,0,nan,1,1,1.000,0,1,1,1,0,0,1,1,3,-1,1
Jason Kapono,3:00,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,1
240,45,95,.474,4,14,.286,20,22,.909,18,35,53,26,9,8,7,17,114,nan,240,1
