Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jimmy Butler,38:27,7,20,.350,3,8,.375,3,4,.750,3,3,6,8,1,0,0,2,20,+15,0
Taj Gibson,33:31,9,10,.900,0,0,nan,0,0,nan,2,5,7,2,1,0,3,1,18,+11,0
Michael Carter-Williams,27:47,6,13,.462,0,3,.000,1,2,.500,0,3,3,3,1,1,2,3,13,+2,0
Dwyane Wade,27:19,3,9,.333,3,4,.750,1,2,.500,1,3,4,4,2,0,4,1,10,-7,0
Robin Lopez,23:13,3,5,.600,0,0,nan,0,0,nan,3,2,5,1,0,1,2,3,6,+6,0
Doug McDermott,32:25,6,9,.667,3,4,.750,2,2,1.000,1,5,6,1,1,0,0,1,17,+16,0
Nikola Mirotic,26:04,6,12,.500,3,7,.429,1,1,1.000,0,4,4,1,1,1,0,2,16,+7,0
Jerian Grant,20:13,1,5,.200,1,4,.250,2,2,1.000,0,2,2,3,1,0,1,3,5,+10,0
Cristiano Felicio,11:01,0,2,.000,0,0,nan,1,2,.500,2,4,6,0,0,0,0,2,1,0,0
Rajon Rondo,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Bobby Portis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Paul Zipser,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Isaiah Canaan,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,41,85,.482,13,30,.433,11,15,.733,12,31,43,23,8,3,12,18,106,nan,0
LeBron James,36:53,12,21,.571,1,2,.500,6,9,.667,2,6,8,7,1,0,5,2,31,-13,1
Jordan McRae,33:19,7,15,.467,1,5,.200,6,7,.857,1,2,3,2,0,2,2,4,21,-8,1
Tristan Thompson,32:47,1,5,.200,0,0,nan,0,0,nan,9,2,11,0,2,0,3,3,2,-2,1
Channing Frye,29:56,6,11,.545,3,6,.500,0,0,nan,2,3,5,0,1,0,0,0,15,-9,1
DeAndre Liggins,23:22,1,5,.200,0,2,.000,0,0,nan,0,3,3,1,2,0,4,2,2,-4,1
Richard Jefferson,28:37,2,7,.286,2,5,.400,1,2,.500,1,0,1,0,0,0,0,1,7,-8,1
Iman Shumpert,23:46,1,5,.200,0,1,.000,2,3,.667,1,2,3,2,0,0,1,0,4,-8,1
Kay Felder,16:14,3,11,.273,0,2,.000,3,3,1.000,0,5,5,1,0,0,0,2,9,-10,1
James Jones,15:06,1,3,.333,1,2,.500,0,0,nan,0,5,5,0,0,0,0,2,3,+2,1
J.R. Smith,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kyrie Irving,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kevin Love,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Mike Dunleavy,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,41,85,.482,13,30,.433,11,15,.733,12,31,43,23,8,3,12,18,106,nan,240,1
