Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,39:31,8,15,.533,1,4,.250,7,8,.875,0,6,6,11,4,0,2,1,24,+16,0
Dwyane Wade,34:34,8,18,.444,0,0,nan,4,8,.500,1,2,3,2,3,0,4,0,20,+5,0
Chris Bosh,28:08,2,10,.200,0,1,.000,2,2,1.000,0,6,6,1,0,0,2,3,6,+1,0
Mario Chalmers,21:08,6,9,.667,2,4,.500,0,0,nan,1,1,2,3,2,0,1,3,14,-6,0
Udonis Haslem,19:27,1,2,.500,0,0,nan,1,1,1.000,2,3,5,0,0,0,0,3,3,-5,0
Shane Battier,31:48,5,8,.625,5,8,.625,2,2,1.000,0,3,3,1,1,0,0,2,17,+18,0
Ray Allen,29:01,6,12,.500,2,6,.333,1,2,.500,0,4,4,2,0,0,1,3,15,+9,0
Norris Cole,19:46,1,3,.333,0,0,nan,2,2,1.000,0,1,1,3,1,0,1,0,4,+15,0
Chris Andersen,9:20,0,1,.000,0,0,nan,0,0,nan,1,1,2,0,0,0,0,0,0,-3,0
Joel Anthony,7:17,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,1,0,0,0,+15,0
Team Totals,240,37,78,.474,10,23,.435,19,25,.760,5,28,33,23,11,1,11,15,103,nan,0
Al Horford,42:15,12,15,.800,0,0,nan,3,4,.750,1,8,9,2,0,2,4,1,27,-10,1
Josh Smith,38:06,5,13,.385,0,4,.000,0,0,nan,2,7,9,9,2,0,5,3,10,-8,1
Jeff Teague,32:16,4,12,.333,0,5,.000,1,1,1.000,0,1,1,8,1,0,6,5,9,-16,1
DeShawn Stevenson,27:11,3,5,.600,3,5,.600,0,0,nan,0,2,2,2,0,0,0,2,9,-5,1
Zaza Pachulia,24:40,1,3,.333,0,0,nan,2,2,1.000,2,5,7,1,1,0,1,1,4,-2,1
Kyle Korver,25:43,4,6,.667,4,5,.800,0,0,nan,0,7,7,3,2,0,2,4,12,-13,1
Devin Harris,19:33,2,5,.400,0,3,.000,2,3,.667,0,4,4,3,0,0,0,1,6,+1,1
Ivan Johnson,14:50,4,7,.571,0,0,nan,2,4,.500,0,2,2,0,0,0,1,3,10,-8,1
John Jenkins,7:46,1,4,.250,0,2,.000,1,2,.500,0,0,0,0,0,0,0,0,3,-1,1
Anthony Tolliver,7:40,0,2,.000,0,2,.000,0,0,nan,0,1,1,0,0,0,0,0,0,-3,1
240,37,78,.474,10,23,.435,19,25,.760,5,28,33,23,11,1,11,15,103,nan,240,1
