Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Paul Millsap,45:45,5,11,.455,1,2,.500,11,11,1.000,3,6,9,0,1,0,3,4,22,+1,0
Kent Bazemore,43:10,3,9,.333,2,3,.667,6,8,.750,0,7,7,3,3,1,2,4,14,-12,0
Jeff Teague,42:34,9,23,.391,3,8,.375,9,9,1.000,0,6,6,7,1,1,0,3,30,+8,0
DeMarre Carroll,40:57,4,12,.333,2,4,.500,0,0,nan,0,3,3,2,2,1,0,4,10,+11,0
Al Horford,19:07,7,10,.700,0,0,nan,0,0,nan,1,3,4,1,0,0,0,3,14,+4,0
Mike Scott,32:26,3,9,.333,0,5,.000,2,2,1.000,2,7,9,2,1,0,1,5,8,-1,0
Shelvin Mack,28:03,5,10,.500,3,7,.429,0,2,.000,0,4,4,3,1,0,1,1,13,-13,0
Mike Muscala,9:18,0,2,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,0,1,0,-10,0
Dennis Schroder,3:28,0,2,.000,0,1,.000,0,0,nan,0,0,0,1,0,0,0,0,0,-3,0
Pero Antic,0:13,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,0
John Jenkins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Austin Daye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Elton Brand,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,265,36,88,.409,11,30,.367,28,32,.875,6,36,42,20,9,3,7,25,111,nan,0
LeBron James,46:47,14,37,.378,1,6,.167,8,10,.800,8,10,18,13,3,0,6,4,37,-3,1
Matthew Dellavedova,45:00,5,15,.333,4,9,.444,3,4,.750,2,1,3,2,0,0,4,3,17,-2,1
Iman Shumpert,42:54,5,11,.455,4,8,.500,1,2,.500,0,7,7,1,0,0,0,5,15,-2,1
Tristan Thompson,42:35,5,7,.714,0,0,nan,0,3,.000,2,5,7,2,0,2,1,5,10,-5,1
Timofey Mozgov,22:29,3,6,.500,0,0,nan,3,4,.750,4,1,5,0,0,2,1,1,9,+7,1
J.R. Smith,38:03,6,14,.429,3,9,.333,2,3,.667,2,8,10,1,0,2,1,4,17,+6,1
James Jones,23:21,2,5,.400,2,4,.500,3,3,1.000,1,2,3,5,0,0,0,2,9,+9,1
Shawn Marion,3:51,0,2,.000,0,0,nan,0,0,nan,0,3,3,0,0,0,0,0,0,+5,1
Kyrie Irving,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Kendrick Perkins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Mike Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Joe Harris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
265,36,88,.409,11,30,.367,28,32,.875,6,36,42,20,9,3,7,25,111,nan,265,1
