Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Damien Wilkins,33:36,0,4,.000,0,2,.000,3,4,.750,0,2,2,2,2,1,0,3,3,-17,0
Kevin Durant,31:42,6,16,.375,0,1,.000,1,1,1.000,0,1,1,1,0,0,2,3,13,-35,0
Earl Watson,25:44,2,10,.200,2,4,.500,1,2,.500,0,3,3,3,0,0,2,1,7,-29,0
Jeff Green,24:21,4,12,.333,0,1,.000,0,2,.000,2,2,4,0,0,1,2,1,8,-31,0
Nick Collison,20:43,2,3,.667,0,0,nan,0,0,nan,4,1,5,0,0,1,0,1,4,-28,0
Russell Westbrook,29:04,4,14,.286,0,0,nan,5,8,.625,2,2,4,5,5,0,1,2,13,-16,0
Chris Wilcox,21:28,5,7,.714,0,0,nan,4,4,1.000,1,4,5,0,0,0,0,3,14,-11,0
Kyle Weaver,20:30,0,2,.000,0,1,.000,3,4,.750,0,4,4,5,2,1,2,1,3,+2,0
Joe Smith,15:17,3,7,.429,0,0,nan,0,0,nan,0,0,0,1,1,0,0,1,6,-12,0
Johan Petro,12:00,3,7,.429,0,0,nan,1,2,.500,0,0,0,0,0,1,0,5,7,+5,0
Mouhamed Sene,5:35,0,0,nan,0,0,nan,4,4,1.000,0,0,0,0,1,1,1,1,4,-3,0
Team Totals,240,29,82,.354,2,9,.222,22,31,.710,9,19,28,17,11,6,10,22,82,nan,0
Delonte West,27:27,4,6,.667,0,1,.000,0,2,.000,0,5,5,10,0,0,0,2,8,+29,1
Mo Williams,23:10,2,3,.667,1,1,1.000,2,2,1.000,0,0,0,5,0,0,0,0,7,+28,1
LeBron James,17:08,7,12,.583,0,1,.000,0,0,nan,0,3,3,3,1,3,0,0,14,+24,1
Ben Wallace,13:53,1,2,.500,0,0,nan,1,2,.500,2,3,5,0,0,2,0,0,3,+18,1
Zydrunas Ilgauskas,13:24,7,9,.778,1,1,1.000,2,2,1.000,3,4,7,2,0,0,0,1,17,+16,1
J.J. Hickson,31:27,6,12,.500,0,0,nan,2,2,1.000,3,3,6,1,0,4,2,4,14,+13,1
Daniel Gibson,27:39,6,13,.462,1,6,.167,2,2,1.000,0,4,4,2,2,0,4,3,15,+13,1
Wally Szczerbiak,24:34,4,6,.667,2,3,.667,3,4,.750,0,3,3,1,0,0,1,2,13,+15,1
Anderson Varejao,20:29,2,2,1.000,0,0,nan,3,4,.750,0,7,7,0,0,1,2,1,7,+19,1
Sasha Pavlovic,17:44,1,3,.333,0,0,nan,2,7,.286,0,0,0,1,0,0,2,1,4,0,1
Darnell Jackson,13:38,2,3,.667,0,0,nan,0,0,nan,0,5,5,0,0,0,1,3,4,-2,1
Tarence Kinsey,9:27,3,3,1.000,0,0,nan,5,5,1.000,0,1,1,2,0,0,2,2,11,+2,1
240,29,82,.354,2,9,.222,22,31,.710,9,19,28,17,11,6,10,22,82,nan,240,1
