Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,37:41,10,27,.370,0,2,.000,3,6,.500,1,7,8,8,1,1,2,1,23,-9,0
Mo Williams,33:36,4,15,.267,1,4,.250,3,3,1.000,0,2,2,3,0,0,2,3,12,-20,0
Anderson Varejao,31:44,3,6,.500,0,0,nan,3,5,.600,3,5,8,0,0,1,0,2,9,-25,0
Sasha Pavlovic,31:28,3,8,.375,2,3,.667,0,0,nan,0,4,4,2,2,0,2,1,8,-5,0
Ben Wallace,21:00,1,3,.333,0,0,nan,0,0,nan,1,2,3,1,0,0,0,2,2,-10,0
Daniel Gibson,25:11,1,6,.167,1,2,.500,2,2,1.000,0,2,2,1,1,0,0,2,5,-4,0
J.J. Hickson,24:02,6,9,.667,0,0,nan,1,2,.500,1,6,7,1,1,1,0,3,13,+6,0
Wally Szczerbiak,21:34,5,6,.833,3,3,1.000,1,2,.500,0,1,1,0,0,1,0,0,14,-9,0
Tarence Kinsey,8:15,1,1,1.000,0,0,nan,0,0,nan,1,2,3,0,1,0,0,1,2,+8,0
Darnell Jackson,4:08,0,1,.000,0,0,nan,0,0,nan,1,0,1,1,0,0,0,2,0,+10,0
Jawad Williams,1:21,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+3,0
Team Totals,240,34,82,.415,7,14,.500,13,20,.650,8,31,39,17,6,4,6,17,88,nan,0
Rashard Lewis,42:17,6,16,.375,3,10,.300,4,4,1.000,2,3,5,5,0,1,3,1,19,+17,1
Hedo Turkoglu,42:10,8,22,.364,3,10,.300,0,0,nan,0,11,11,2,1,0,2,3,19,+14,1
Dwight Howard,38:05,9,15,.600,0,0,nan,4,6,.667,6,12,18,0,2,2,3,4,22,-1,1
Jameer Nelson,30:58,6,11,.545,4,6,.667,2,2,1.000,0,3,3,3,0,0,1,2,18,+14,1
Courtney Lee,30:42,2,6,.333,0,2,.000,4,4,1.000,1,2,3,1,1,0,0,2,8,+1,1
Mickael Pietrus,27:30,2,4,.500,0,2,.000,0,0,nan,1,2,3,4,1,0,2,2,4,+4,1
Anthony Johnson,17:02,3,6,.500,1,1,1.000,2,2,1.000,0,2,2,2,0,0,0,1,9,-3,1
Tony Battie,11:16,0,0,nan,0,0,nan,0,0,nan,1,2,3,0,0,0,0,2,0,+9,1
240,34,82,.415,7,14,.500,13,20,.650,8,31,39,17,6,4,6,17,88,nan,240,1
