Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tristan Thompson,41:08,2,6,.333,0,0,nan,3,9,.333,5,11,16,0,0,2,2,2,7,+21,0
LeBron James,38:58,10,22,.455,2,7,.286,8,11,.727,1,8,9,11,0,1,4,1,30,+20,0
Matthew Dellavedova,37:14,4,13,.308,2,7,.286,1,2,.500,1,5,6,4,1,0,3,3,11,+9,0
Iman Shumpert,34:18,6,11,.545,4,6,.667,0,0,nan,1,3,4,0,1,0,1,2,16,+27,0
Timofey Mozgov,25:09,4,6,.667,0,0,nan,2,2,1.000,2,5,7,0,0,0,2,2,10,+2,0
J.R. Smith,32:02,3,8,.375,1,3,.333,2,2,1.000,0,2,2,1,2,0,0,3,9,-3,0
James Jones,22:38,3,5,.600,3,5,.600,0,0,nan,0,2,2,0,2,1,0,1,9,-6,0
Shawn Marion,6:24,1,2,.500,0,0,nan,0,0,nan,1,0,1,1,0,0,0,0,2,-6,0
Joe Harris,2:10,0,3,.000,0,2,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-4,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Mike Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kyrie Irving,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kendrick Perkins,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,33,76,.434,12,30,.400,16,26,.615,11,36,47,17,6,4,12,14,94,nan,0
DeMarre Carroll,33:46,2,6,.333,0,2,.000,2,2,1.000,1,2,3,0,0,0,0,2,6,-8,1
Kyle Korver,32:03,4,11,.364,2,6,.333,2,2,1.000,0,1,1,1,1,0,0,2,12,-12,1
Jeff Teague,31:18,5,16,.313,2,6,.333,0,0,nan,0,3,3,6,1,2,1,2,12,-9,1
Al Horford,30:18,5,8,.625,0,0,nan,2,3,.667,2,4,6,2,1,1,1,1,12,-27,1
Paul Millsap,27:00,2,8,.250,0,0,nan,0,0,nan,0,5,5,2,2,0,1,3,4,-4,1
Mike Scott,25:54,3,6,.500,0,3,.000,0,0,nan,3,4,7,1,1,0,3,1,6,-8,1
Shelvin Mack,13:01,2,7,.286,1,4,.250,2,2,1.000,1,2,3,1,0,0,0,1,7,+3,1
Pero Antic,12:48,0,1,.000,0,1,.000,1,2,.500,0,5,5,1,0,0,2,4,1,+15,1
Dennis Schroder,12:17,6,11,.545,1,3,.333,0,0,nan,0,3,3,1,0,0,1,0,13,-12,1
Kent Bazemore,11:48,3,4,.750,0,1,.000,1,2,.500,0,2,2,0,1,0,2,2,7,-12,1
Mike Muscala,4:53,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,2,+7,1
John Jenkins,4:53,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,+7,1
Elton Brand,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,33,76,.434,12,30,.400,16,26,.615,11,36,47,17,6,4,12,14,94,nan,240,1
