Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,44:52,13,25,.520,0,3,.000,8,10,.800,2,6,8,6,1,0,2,4,34,+15,0
Ray Allen,40:16,5,11,.455,1,5,.200,1,1,1.000,0,9,9,1,0,0,1,1,12,+15,0
Mario Chalmers,38:11,3,8,.375,0,1,.000,3,4,.750,0,2,2,5,3,1,5,3,9,+8,0
Chris Bosh,37:13,10,16,.625,3,6,.500,2,3,.667,2,5,7,0,0,0,3,3,25,+11,0
Shane Battier,19:22,0,0,nan,0,0,nan,0,0,nan,1,2,3,1,0,1,0,2,0,+5,0
Udonis Haslem,30:48,2,6,.333,0,0,nan,2,5,.400,3,7,10,1,0,3,0,1,6,+5,0
Norris Cole,20:38,1,6,.167,1,2,.500,0,0,nan,0,2,2,1,1,0,0,3,3,-7,0
Rashard Lewis,15:26,3,5,.600,1,3,.333,0,0,nan,0,0,0,0,0,0,0,0,7,-6,0
Roger Mason,6:55,1,1,1.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,2,0,0
Michael Beasley,6:27,1,1,1.000,1,1,1.000,2,4,.500,0,2,2,1,0,0,0,1,5,-4,0
Greg Oden,4:52,0,0,nan,0,0,nan,1,2,.500,0,0,0,0,0,0,1,3,1,-2,0
Dwyane Wade,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,265,39,79,.494,7,21,.333,19,29,.655,8,35,43,16,5,5,12,23,104,nan,0
Al Jefferson,43:16,10,23,.435,0,0,nan,2,6,.333,0,14,14,3,1,1,1,4,22,-11,1
Gerald Henderson,40:11,4,11,.364,0,0,nan,3,3,1.000,0,3,3,5,1,1,2,5,11,-16,1
Josh McRoberts,38:12,3,6,.500,2,4,.500,2,2,1.000,0,2,2,6,1,0,1,4,10,-4,1
Kemba Walker,22:10,1,7,.143,0,3,.000,4,5,.800,0,1,1,8,2,1,1,1,6,+4,1
Michael Kidd-Gilchrist,16:27,2,3,.667,1,1,1.000,0,0,nan,3,2,5,1,0,1,1,4,5,-8,1
Ramon Sessions,37:34,6,10,.600,0,2,.000,4,4,1.000,0,3,3,5,0,0,5,1,16,-6,1
Anthony Tolliver,36:33,4,7,.571,3,6,.500,0,0,nan,0,2,2,1,1,1,1,0,11,0,1
Cody Zeller,14:48,2,4,.500,0,0,nan,1,1,1.000,0,1,1,2,0,0,1,2,5,-4,1
Bismack Biyombo,9:44,3,3,1.000,0,0,nan,1,2,.500,1,2,3,0,0,1,0,1,7,+3,1
Chris Douglas-Roberts,6:05,1,1,1.000,1,1,1.000,0,0,nan,0,0,0,0,0,0,0,1,3,+2,1
Jannero Pargo,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Ben Gordon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jeff Adrien,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
265,39,79,.494,7,21,.333,19,29,.655,8,35,43,16,5,5,12,23,104,nan,265,1
