Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,41:22,12,27,.444,1,5,.200,7,10,.700,1,6,7,5,2,1,3,3,32,+7,0
Mo Williams,35:08,6,20,.300,0,5,.000,1,2,.500,2,1,3,3,0,0,1,3,13,+15,0
Zydrunas Ilgauskas,31:37,11,17,.647,0,0,nan,1,2,.500,7,10,17,2,1,2,3,1,23,+13,0
Delonte West,28:33,3,6,.500,2,4,.500,0,0,nan,1,4,5,5,1,0,2,2,8,-2,0
Ben Wallace,22:30,0,2,.000,0,0,nan,0,0,nan,5,5,10,3,0,0,0,2,0,+1,0
Daniel Gibson,26:00,1,9,.111,0,4,.000,0,0,nan,0,1,1,1,2,0,0,4,2,+11,0
Anderson Varejao,23:01,3,4,.750,0,0,nan,3,3,1.000,2,6,8,0,1,0,0,3,9,+4,0
Wally Szczerbiak,19:00,1,7,.143,0,2,.000,2,2,1.000,1,1,2,3,1,0,0,1,4,+2,0
Sasha Pavlovic,12:50,2,2,1.000,2,2,1.000,0,0,nan,0,0,0,0,0,0,1,2,6,+9,0
Team Totals,240,39,94,.415,5,22,.227,14,19,.737,19,34,53,22,8,3,10,21,97,nan,0
Ramon Sessions,44:13,6,17,.353,0,1,.000,4,4,1.000,0,3,3,8,2,0,1,0,16,-5,1
Richard Jefferson,42:00,7,14,.500,0,3,.000,5,5,1.000,0,6,6,3,0,1,2,4,19,-11,1
Luke Ridnour,31:46,5,9,.556,4,7,.571,1,1,1.000,0,6,6,1,1,0,3,4,15,-10,1
Dan Gadzuric,17:25,1,3,.333,0,0,nan,0,0,nan,1,2,3,2,0,1,2,1,2,-6,1
Charlie Villanueva,16:21,2,8,.250,0,0,nan,2,2,1.000,3,5,8,0,0,1,3,3,6,-5,1
Michael Redd,35:22,5,16,.313,2,5,.400,8,8,1.000,1,2,3,4,1,0,1,1,20,-8,1
Malik Allen,30:47,2,5,.400,0,0,nan,1,3,.333,1,4,5,1,1,0,1,5,5,-8,1
Luc Mbah a Moute,21:36,1,2,.500,0,0,nan,0,0,nan,1,3,4,0,1,1,5,1,2,-7,1
Joe Alexander,0:30,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
240,39,94,.415,5,22,.227,14,19,.737,19,34,53,22,8,3,10,21,97,nan,240,1
