Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Peja Stojakovic,43:34,8,16,.500,6,9,.667,3,3,1.000,0,3,3,1,2,0,0,2,25,+3,0
Chris Paul,42:12,5,17,.294,1,4,.250,4,4,1.000,2,1,3,20,2,1,1,2,15,+5,0
David West,40:45,7,19,.368,0,0,nan,6,6,1.000,2,4,6,4,0,1,3,2,20,-3,0
Tyson Chandler,38:18,5,7,.714,0,0,nan,3,4,.750,4,7,11,0,1,1,2,5,13,+2,0
Morris Peterson,19:19,2,4,.500,1,3,.333,0,0,nan,1,1,2,0,0,0,0,0,5,-2,0
Jannero Pargo,24:00,4,11,.364,3,5,.600,2,2,1.000,2,2,4,1,0,0,1,1,13,+3,0
Bonzi Wells,17:05,3,5,.600,0,1,.000,0,0,nan,0,4,4,0,1,1,0,2,6,-5,0
Julian Wright,7:38,0,0,nan,0,0,nan,0,2,.000,0,0,0,1,0,0,1,2,0,+2,0
Chris Andersen,7:09,1,1,1.000,0,0,nan,1,1,1.000,0,0,0,0,0,0,0,1,3,0,0
Team Totals,240,35,80,.438,11,22,.500,19,22,.864,11,22,33,27,6,4,8,17,100,nan,0
LeBron James,40:33,6,14,.429,1,2,.500,8,10,.800,0,3,3,8,2,2,2,2,21,-3,1
Anderson Varejao,34:26,5,7,.714,0,0,nan,1,2,.500,7,8,15,0,0,1,0,2,11,-4,1
Zydrunas Ilgauskas,32:50,13,19,.684,0,0,nan,3,3,1.000,6,9,15,3,0,2,4,4,29,+1,1
Delonte West,26:09,2,6,.333,0,2,.000,0,0,nan,1,3,4,3,1,1,5,3,4,-5,1
Sasha Pavlovic,24:02,5,10,.500,0,1,.000,0,1,.000,1,0,1,2,0,0,0,1,10,0,1
Devin Brown,23:18,3,7,.429,1,3,.333,0,0,nan,2,3,5,4,0,0,1,2,7,-5,1
Damon Jones,21:51,3,7,.429,3,7,.429,0,0,nan,0,1,1,1,1,0,0,2,9,+4,1
Joe Smith,20:53,3,7,.429,0,0,nan,0,2,.000,0,3,3,0,0,2,1,4,6,+9,1
Wally Szczerbiak,15:58,1,5,.200,0,2,.000,0,0,nan,0,1,1,2,0,0,0,1,2,-2,1
240,35,80,.438,11,22,.500,19,22,.864,11,22,33,27,6,4,8,17,100,nan,240,1
