Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jaylen Brown,39:36,11,23,.478,2,9,.222,1,2,.500,1,5,6,0,2,0,3,5,25,-5,0
Kyrie Irving,39:21,8,17,.471,4,9,.444,2,2,1.000,2,2,4,10,3,0,2,4,22,-1,0
Jayson Tatum,36:32,5,12,.417,1,2,.500,3,3,1.000,4,6,10,3,0,0,1,4,14,+6,0
Al Horford,32:07,2,7,.286,0,2,.000,5,7,.714,0,7,7,5,0,1,0,2,9,+8,0
Gordon Hayward,5:15,1,2,.500,0,1,.000,0,0,nan,0,1,1,0,0,0,0,1,2,+3,0
Marcus Smart,35:03,5,16,.313,0,4,.000,2,3,.667,0,9,9,3,2,2,2,2,12,-8,0
Terry Rozier,19:32,2,6,.333,1,3,.333,4,4,1.000,0,3,3,2,4,0,0,0,9,+4,0
Aron Baynes,19:06,2,2,1.000,0,0,nan,2,4,.500,2,3,5,1,0,1,2,5,6,-14,0
Semi Ojeleye,8:39,0,2,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,0,-10,0
Shane Larkin,4:49,0,1,.000,0,1,.000,0,0,nan,0,1,1,0,0,0,0,0,0,+2,0
Abdel Nader,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Daniel Theis,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,36,88,.409,8,32,.250,19,25,.760,9,37,46,24,11,4,10,24,99,nan,0
LeBron James,41:12,12,19,.632,1,5,.200,4,4,1.000,1,15,16,9,0,2,4,3,29,+2,1
Jae Crowder,34:44,3,10,.300,1,5,.200,4,4,1.000,1,4,5,2,2,0,1,2,11,+7,1
Derrick Rose,31:15,5,14,.357,1,3,.333,3,4,.750,1,3,4,2,0,0,2,2,14,-7,1
Dwyane Wade,28:30,3,10,.300,0,1,.000,2,2,1.000,1,1,2,3,0,2,4,1,8,0,1
Kevin Love,28:24,4,9,.444,1,4,.250,6,7,.857,3,8,11,0,0,0,2,2,15,+1,1
J.R. Smith,21:55,4,7,.571,1,3,.333,1,1,1.000,0,4,4,1,0,0,0,4,10,+7,1
Tristan Thompson,19:36,2,3,.667,0,0,nan,1,3,.333,1,5,6,2,0,0,2,3,5,+2,1
Jeff Green,14:14,3,8,.375,0,1,.000,0,0,nan,0,0,0,0,0,0,1,3,6,-2,1
Iman Shumpert,12:51,2,3,.667,0,0,nan,0,0,nan,1,1,2,0,1,0,1,3,4,+6,1
Kyle Korver,7:19,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,2,0,-1,1
Jose Calderon,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Channing Frye,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Cedi Osman,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,36,88,.409,8,32,.250,19,25,.760,9,37,46,24,11,4,10,24,99,nan,240,1
