Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Jason Maxiell,30:10,7,13,.538,0,0,nan,2,2,1.000,1,8,9,0,0,1,0,2,16,-15,0
Tayshaun Prince,29:05,4,11,.364,0,1,.000,1,1,1.000,4,2,6,3,0,0,0,0,9,-11,0
Jonas Jerebko,29:01,4,8,.500,0,0,nan,1,2,.500,2,3,5,1,1,1,0,3,9,-9,0
Will Bynum,23:43,2,5,.400,0,0,nan,1,2,.500,0,1,1,5,0,2,2,1,5,-7,0
Richard Hamilton,18:45,1,8,.125,1,1,1.000,3,4,.750,1,2,3,2,0,0,1,2,6,-15,0
Ben Gordon,24:21,3,7,.429,1,2,.500,0,0,nan,0,2,2,5,1,0,2,2,7,-8,0
Rodney Stuckey,24:17,2,5,.400,0,1,.000,0,1,.000,0,1,1,4,1,0,2,5,4,-18,0
DaJuan Summers,18:59,2,5,.400,1,2,.500,3,3,1.000,0,2,2,1,0,0,0,1,8,-16,0
Charlie Villanueva,18:55,5,10,.500,1,4,.250,0,0,nan,1,4,5,0,1,2,0,5,11,-14,0
Kwame Brown,17:50,2,5,.400,0,0,nan,0,2,.000,1,3,4,0,0,0,4,4,4,-10,0
Austin Daye,4:54,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-2,0
Team Totals,240,32,78,.410,4,11,.364,11,17,.647,10,28,38,21,4,6,11,25,79,nan,0
Mo Williams,33:28,4,8,.500,2,3,.667,2,2,1.000,0,4,4,8,1,0,1,1,12,+25,1
LeBron James,30:48,5,9,.556,2,3,.667,3,3,1.000,0,3,3,7,0,1,0,0,15,+17,1
J.J. Hickson,26:52,6,10,.600,0,0,nan,1,2,.500,2,6,8,0,1,0,1,1,13,+16,1
Antawn Jamison,24:14,3,6,.500,0,1,.000,0,0,nan,1,1,2,0,0,1,1,3,6,+19,1
Anthony Parker,18:29,4,8,.500,2,5,.400,1,2,.500,0,2,2,5,1,0,0,4,11,+17,1
Delonte West,27:38,4,8,.500,1,1,1.000,6,6,1.000,2,2,4,3,1,0,2,0,15,+8,1
Leon Powe,21:04,5,8,.625,0,0,nan,6,10,.600,2,5,7,0,1,0,0,3,16,+7,1
Anderson Varejao,18:52,3,7,.429,0,0,nan,0,0,nan,3,6,9,0,0,0,0,0,6,+4,1
Jawad Williams,17:33,2,7,.286,0,3,.000,2,2,1.000,1,1,2,1,1,0,0,3,6,+10,1
Jamario Moon,8:04,1,2,.500,0,1,.000,0,0,nan,0,1,1,0,1,0,1,0,2,0,1
Daniel Gibson,8:04,0,2,.000,0,2,.000,0,0,nan,0,1,1,1,0,0,0,0,0,0,1
Darnell Jackson,4:54,0,1,.000,0,0,nan,2,2,1.000,0,0,0,0,0,0,1,2,2,+2,1
240,32,78,.410,4,11,.364,11,17,.647,10,28,38,21,4,6,11,25,79,nan,240,1
