Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Kyrie Irving,38:28,10,22,.455,1,5,.200,5,5,1.000,0,2,2,3,1,2,1,1,26,+1,0
LeBron James,38:28,8,15,.533,2,5,.400,6,8,.750,0,5,5,9,5,1,3,4,24,-1,0
J.R. Smith,37:08,3,10,.300,2,9,.222,0,0,nan,0,5,5,1,2,0,2,4,8,+1,0
Kevin Love,31:24,6,11,.545,2,4,.500,4,4,1.000,1,6,7,1,0,0,3,6,18,0,0
Timofey Mozgov,16:42,1,3,.333,0,0,nan,0,0,nan,0,5,5,0,0,1,3,0,2,+8,0
Iman Shumpert,30:24,4,9,.444,0,3,.000,1,1,1.000,2,4,6,1,1,0,1,2,9,-15,0
Tristan Thompson,22:32,4,6,.667,0,0,nan,0,2,.000,2,7,9,0,1,0,0,0,8,-11,0
James Jones,10:09,1,4,.250,1,3,.333,0,0,nan,0,0,0,1,0,0,1,1,3,-8,0
Matthew Dellavedova,9:37,0,1,.000,0,1,.000,0,0,nan,1,0,1,1,0,0,0,0,0,-9,0
Kendrick Perkins,5:08,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,2,1,0,-6,0
Mike Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Shawn Marion,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,37,81,.457,8,30,.267,16,20,.800,6,34,40,17,10,4,16,19,98,nan,0
Joe Johnson,38:26,7,14,.500,3,7,.429,3,3,1.000,0,5,5,9,0,0,1,2,20,-1,1
Brook Lopez,37:50,7,16,.438,0,0,nan,6,6,1.000,5,4,9,0,1,0,4,4,20,+5,1
Mason Plumlee,24:23,1,3,.333,0,0,nan,0,0,nan,2,6,8,0,0,1,2,2,2,-2,1
Deron Williams,22:29,2,6,.333,1,2,.500,0,0,nan,1,4,5,5,1,0,5,1,5,-2,1
Markel Brown,15:55,2,5,.400,1,2,.500,0,0,nan,0,4,4,0,0,0,1,1,5,-5,1
Bojan Bogdanovic,32:05,7,12,.583,2,5,.400,2,2,1.000,1,3,4,0,0,0,0,0,18,+13,1
Alan Anderson,30:03,5,11,.455,1,4,.250,2,2,1.000,1,4,5,1,1,0,0,4,13,+11,1
Jarrett Jack,25:31,6,13,.462,0,0,nan,4,6,.667,0,4,4,5,2,0,2,2,16,+10,1
Earl Clark,11:14,3,5,.600,1,3,.333,0,0,nan,0,1,1,1,1,0,0,2,7,+7,1
Cory Jefferson,2:04,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,0,0,+4,1
Thaddeus Young,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Darius Morris,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Jerome Jordan,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,37,81,.457,8,30,.267,16,20,.800,6,34,40,17,10,4,16,19,98,nan,240,1
