Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Boris Diaw,38:04,5,7,.714,1,2,.500,1,2,.500,3,3,6,0,0,0,1,2,12,-17,0
Nando De Colo,33:32,4,8,.500,2,4,.500,5,6,.833,3,3,6,5,1,0,5,4,15,-4,0
Matt Bonner,29:42,4,7,.571,2,4,.500,0,0,nan,0,10,10,1,0,0,0,1,10,0,0
Tiago Splitter,29:34,7,12,.583,0,0,nan,4,6,.667,3,6,9,2,0,1,2,3,18,-5,0
Patty Mills,23:59,3,11,.273,1,7,.143,0,0,nan,0,1,1,2,2,0,4,2,7,-16,0
Gary Neal,32:14,7,20,.350,2,8,.250,4,4,1.000,0,4,4,7,2,0,6,4,20,+5,0
James Anderson,19:31,2,2,1.000,1,1,1.000,4,5,.800,0,4,4,3,0,1,0,2,9,+9,0
DeJuan Blair,18:27,3,7,.429,0,0,nan,0,1,.000,1,2,3,0,0,0,1,2,6,-2,0
Cory Joseph,14:57,1,6,.167,1,4,.250,0,0,nan,1,1,2,2,0,0,0,0,3,+5,0
Team Totals,240,36,80,.450,10,30,.333,18,24,.750,11,34,45,22,5,2,19,20,100,nan,0
LeBron James,39:06,9,16,.563,2,5,.400,3,6,.500,3,6,9,7,4,0,4,2,23,-1,1
Chris Bosh,36:44,8,14,.571,0,0,nan,2,2,1.000,3,9,12,1,0,1,0,3,18,+18,1
Dwyane Wade,32:21,7,17,.412,0,0,nan,5,5,1.000,0,5,5,5,1,0,1,1,19,+14,1
Mario Chalmers,27:03,3,8,.375,1,2,.500,1,1,1.000,0,1,1,4,2,1,1,3,8,+12,1
Rashard Lewis,20:55,1,1,1.000,1,1,1.000,0,0,nan,0,3,3,1,0,0,1,0,3,-6,1
Ray Allen,27:02,7,15,.467,1,3,.333,5,5,1.000,0,0,0,1,1,0,0,2,20,-3,1
Norris Cole,19:44,4,9,.444,0,2,.000,0,0,nan,1,1,2,2,1,0,0,3,8,-12,1
Udonis Haslem,17:58,2,4,.500,0,0,nan,0,0,nan,0,4,4,0,0,0,2,3,4,-4,1
Mike Miller,16:33,1,2,.500,0,0,nan,0,0,nan,0,1,1,1,2,0,0,1,2,+7,1
Joel Anthony,2:35,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,1,0,0,0,1
240,36,80,.450,10,30,.333,18,24,.750,11,34,45,22,5,2,19,20,100,nan,240,1
