Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Giannis Antetokounmpo,38:36,13,20,.650,0,2,.000,11,11,1.000,3,8,11,5,1,0,2,4,37,-1,0
Khris Middleton,37:41,11,16,.688,5,9,.556,3,3,1.000,1,4,5,2,2,1,3,5,30,-2,0
Eric Bledsoe,34:30,5,15,.333,1,8,.125,2,3,.667,0,3,3,8,2,2,5,4,13,-1,0
Tony Snell,31:14,2,8,.250,1,7,.143,0,0,nan,0,1,1,2,0,0,0,0,5,0,0
John Henson,20:01,2,5,.400,0,0,nan,0,0,nan,1,3,4,2,1,1,0,1,4,-13,0
Jabari Parker,25:19,5,10,.500,1,3,.333,1,1,1.000,2,4,6,3,2,1,4,3,12,-14,0
Thon Maker,23:08,5,10,.500,0,2,.000,2,2,1.000,1,0,1,0,3,1,0,4,12,+9,0
Brandon Jennings,13:30,2,3,.667,0,0,nan,0,0,nan,0,0,0,4,0,1,1,0,4,-6,0
Jason Terry,10:19,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,0,-5,0
Sterling Brown,5:42,0,1,.000,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,0,-2,0
Shabazz Muhammad,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Marshall Plumlee,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
D.J. Wilson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,45,88,.511,8,31,.258,19,20,.950,8,24,32,26,11,7,15,23,117,nan,0
Jeff Green,40:42,5,8,.625,0,2,.000,4,4,1.000,0,0,0,3,1,1,2,2,14,+4,1
LeBron James,40:01,16,29,.552,3,7,.429,5,8,.625,5,7,12,10,2,1,6,2,40,+4,1
Kyle Korver,27:57,4,8,.500,3,6,.500,1,2,.500,0,6,6,0,0,0,0,2,12,+8,1
Kevin Love,24:41,5,13,.385,4,9,.444,4,4,1.000,2,5,7,4,0,2,2,0,18,0,1
George Hill,20:42,0,2,.000,0,2,.000,0,0,nan,0,3,3,3,0,1,1,0,0,+2,1
Jordan Clarkson,28:04,5,11,.455,3,7,.429,4,4,1.000,0,2,2,1,1,0,0,3,17,+4,1
J.R. Smith,22:36,2,3,.667,1,2,.500,0,0,nan,0,3,3,1,0,0,2,4,5,+2,1
Jose Calderon,18:19,2,7,.286,1,3,.333,0,0,nan,1,2,3,2,0,0,0,0,5,+4,1
Ante Zizic,16:58,4,6,.667,0,0,nan,5,5,1.000,4,2,6,0,0,1,0,4,13,+7,1
London Perrantes,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
John Holland,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,45,88,.511,8,31,.258,19,20,.950,8,24,32,26,11,7,15,23,117,nan,240,1
