Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Solomon Hill,31:23,4,11,.364,2,5,.400,3,4,.750,2,1,3,3,0,1,2,4,13,-22,0
Ian Mahinmi,25:58,3,8,.375,0,0,nan,1,4,.250,4,6,10,0,0,0,1,3,7,-18,0
David West,23:49,7,16,.438,0,1,.000,0,0,nan,1,5,6,0,0,0,0,5,14,-19,0
Donald Sloan,23:06,1,8,.125,0,3,.000,0,0,nan,0,0,0,6,0,0,1,0,2,-19,0
Rodney Stuckey,23:00,2,6,.333,0,0,nan,5,5,1.000,0,2,2,3,0,0,1,2,9,-28,0
Chris Copeland,24:37,3,5,.600,1,3,.333,4,4,1.000,1,2,3,4,0,0,1,1,11,+11,0
C.J. Miles,23:22,2,9,.222,2,5,.400,0,0,nan,1,3,4,3,1,0,1,2,6,+6,0
C.J. Watson,19:27,2,6,.333,1,3,.333,3,3,1.000,0,4,4,3,0,0,0,0,8,+11,0
Lavoy Allen,17:45,5,8,.625,0,0,nan,0,0,nan,3,5,8,1,0,0,0,5,10,+1,0
Luis Scola,14:27,4,8,.500,0,1,.000,2,2,1.000,1,4,5,3,0,0,0,1,10,+1,0
Damjan Rudez,6:33,1,2,.500,1,1,1.000,1,2,.500,0,0,0,0,0,0,0,0,4,+8,0
Shayne Whittington,6:33,1,2,.500,0,0,nan,1,2,.500,2,1,3,0,1,0,0,0,3,+8,0
Roy Hibbert,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,35,89,.393,7,22,.318,20,26,.769,15,33,48,26,2,1,7,23,97,nan,0
Tristan Thompson,38:42,4,8,.500,0,0,nan,5,10,.500,4,7,11,1,0,1,0,3,13,+25,1
Kyrie Irving,35:46,9,17,.529,3,6,.500,3,4,.750,0,10,10,5,0,3,1,1,24,+31,1
Kevin Love,33:25,9,13,.692,2,3,.667,8,9,.889,3,7,10,2,2,0,2,3,28,+17,1
LeBron James,31:44,9,18,.500,0,1,.000,1,2,.500,0,2,2,7,1,0,3,1,19,+14,1
Shawn Marion,31:34,4,6,.667,1,2,.500,0,0,nan,0,4,4,3,0,2,0,2,9,+33,1
Dion Waiters,21:50,1,5,.200,0,1,.000,3,4,.750,0,1,1,1,0,0,1,1,5,-18,1
Lou Amundson,16:43,1,3,.333,0,0,nan,0,1,.000,1,2,3,0,0,0,1,4,2,-13,1
Will Cherry,13:53,1,4,.250,0,2,.000,0,2,.000,0,0,0,0,1,0,0,2,2,-16,1
Joe Harris,13:25,2,2,1.000,1,1,1.000,0,0,nan,1,2,3,1,0,0,1,2,5,-6,1
Alex Kirk,2:58,1,2,.500,0,0,nan,0,0,nan,0,0,0,0,0,0,0,1,2,-7,1
Mike Miller,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
James Jones,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,35,89,.393,7,22,.318,20,26,.769,15,33,48,26,2,1,7,23,97,nan,240,1
