Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Ricky Rubio,46:24,5,9,.556,1,3,.333,2,3,.667,0,5,5,14,2,0,4,2,13,+4,0
Kevin Love,44:44,11,27,.407,2,9,.222,4,5,.800,4,7,11,2,0,1,4,1,28,-5,0
J.J. Barea,38:50,4,12,.333,3,7,.429,2,2,1.000,0,6,6,3,1,0,1,2,13,+6,0
Corey Brewer,32:06,5,9,.556,0,2,.000,2,3,.667,1,5,6,2,1,0,1,2,12,+7,0
Gorgui Dieng,24:55,6,15,.400,0,0,nan,3,6,.500,2,2,4,0,1,3,2,2,15,-4,0
Chase Budinger,37:44,7,9,.778,5,7,.714,5,7,.714,2,2,4,4,2,0,2,4,24,-8,0
Ronny Turiaf,25:54,3,5,.600,0,0,nan,0,0,nan,0,8,8,0,1,1,2,2,6,+6,0
Luc Mbah a Moute,22:57,1,2,.500,0,1,.000,5,6,.833,0,0,0,1,1,0,0,6,7,-11,0
Robbie Hummel,13:16,1,4,.250,1,3,.333,0,0,nan,1,1,2,1,1,0,1,1,3,+6,0
Shabazz Muhammad,3:10,0,1,.000,0,0,nan,1,2,.500,0,0,0,0,0,0,0,0,1,+4,0
Alexey Shved,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Kevin Martin,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,290,43,93,.462,12,32,.375,24,34,.706,10,36,46,27,10,5,17,22,122,nan,0
LeBron James,47:57,12,24,.500,2,4,.500,8,10,.800,2,6,8,5,4,1,4,5,34,+7,1
Chris Bosh,44:40,8,19,.421,3,7,.429,5,6,.833,4,5,9,1,2,2,5,3,24,-2,1
Mario Chalmers,39:01,7,14,.500,2,7,.286,8,10,.800,1,5,6,6,1,1,3,1,24,+4,1
Udonis Haslem,26:48,4,5,.800,0,0,nan,2,2,1.000,2,6,8,0,0,2,2,3,10,-10,1
Toney Douglas,17:25,1,4,.250,0,2,.000,0,0,nan,0,5,5,2,0,0,0,2,2,+1,1
Norris Cole,37:29,0,5,.000,0,4,.000,0,0,nan,0,2,2,3,0,0,0,5,0,-9,1
Ray Allen,28:08,4,10,.400,2,6,.333,0,0,nan,1,2,3,1,2,0,1,4,10,+1,1
Chris Andersen,21:50,4,8,.500,0,0,nan,0,0,nan,5,3,8,0,0,0,1,2,8,+2,1
Rashard Lewis,16:40,2,8,.250,1,4,.250,1,2,.500,0,1,1,1,2,0,0,2,6,-4,1
James Jones,10:00,1,2,.500,1,2,.500,0,0,nan,0,2,2,1,0,0,0,0,3,+5,1
Shane Battier,0:02,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,0,1
Michael Beasley,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
Justin Hamilton,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
290,43,93,.462,12,32,.375,24,34,.706,10,36,46,27,10,5,17,22,122,nan,290,1
