Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Josh Childress,44:00,7,14,.500,0,1,.000,0,1,.000,4,6,10,4,1,0,0,2,14,-9,0
Antoine Walker,39:00,10,24,.417,1,4,.250,0,3,.000,2,8,10,1,0,2,4,1,21,-21,0
Boris Diaw,33:00,5,10,.500,0,1,.000,3,4,.750,5,1,6,6,1,1,2,1,13,-12,0
Josh Smith,33:00,5,11,.455,0,0,nan,1,1,1.000,0,2,2,4,1,3,3,2,11,-11,0
Obinna Ekezie,32:00,3,9,.333,0,0,nan,4,4,1.000,3,5,8,0,0,1,2,3,10,0,0
Tony Delk,19:00,2,10,.200,0,0,nan,2,2,1.000,1,0,1,4,0,0,1,0,6,-17,0
Jason Collier,16:00,5,9,.556,0,0,nan,0,0,nan,2,1,3,0,1,0,0,3,10,-22,0
Royal Ivey,12:00,1,2,.500,0,0,nan,0,0,nan,2,1,3,1,1,0,1,1,2,-6,0
Donta Smith,12:00,1,2,.500,0,1,.000,0,0,nan,1,0,1,0,0,0,1,2,2,-12,0
Team Totals,240,39,91,.429,1,7,.143,10,15,.667,20,24,44,20,5,7,14,15,89,nan,0
LeBron James,37:00,11,20,.550,2,2,1.000,4,5,.800,0,5,5,6,3,0,3,0,28,+27,1
Jeff McInnis,35:00,3,11,.273,3,7,.429,2,2,1.000,2,1,3,11,1,0,1,1,11,+18,1
Drew Gooden,33:00,8,13,.615,0,0,nan,3,3,1.000,3,8,11,3,0,3,1,1,19,+16,1
Zydrunas Ilgauskas,27:00,7,18,.389,0,0,nan,4,6,.667,12,1,13,1,1,4,0,3,18,+22,1
Sasha Pavlovic,27:00,4,9,.444,1,3,.333,2,3,.667,1,0,1,2,1,0,1,2,11,+26,1
Lucious Harris,21:00,3,6,.500,0,0,nan,0,0,nan,1,1,2,2,1,0,0,0,6,-4,1
Robert Traylor,21:00,3,5,.600,0,0,nan,0,0,nan,2,4,6,2,1,0,1,2,6,+6,1
Eric Snow,18:00,2,4,.500,0,0,nan,0,0,nan,0,1,1,5,1,0,1,1,4,0,1
DeSagana Diop,15:00,3,6,.500,0,0,nan,0,0,nan,1,7,8,2,0,4,1,2,6,0,1
Jerome Moiso,6:00,1,2,.500,0,0,nan,0,0,nan,0,1,1,0,0,0,0,1,2,-1,1
240,39,91,.429,1,7,.143,10,15,.667,20,24,44,20,5,7,14,15,89,nan,240,1
