Player,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
DeMarcus Cousins,35:34,5,17,.294,0,0,nan,11,12,.917,4,9,13,4,5,1,3,2,21,-15,0
Rudy Gay,32:36,6,16,.375,0,4,.000,8,8,1.000,2,7,9,1,1,0,1,3,20,-13,0
Ben McLemore,26:40,2,8,.250,2,6,.333,0,0,nan,1,3,4,0,0,0,0,3,6,-21,0
Darren Collison,25:33,5,12,.417,1,3,.333,0,0,nan,0,2,2,4,0,1,3,1,11,-14,0
Jason Thompson,20:33,1,4,.250,0,0,nan,0,2,.000,4,4,8,0,0,0,1,2,2,-15,0
Omri Casspi,22:41,5,7,.714,0,0,nan,5,6,.833,1,2,3,0,2,0,4,5,15,+2,0
Carl Landry,17:30,2,4,.500,0,0,nan,2,2,1.000,2,4,6,0,0,0,1,2,6,-1,0
Nik Stauskas,15:18,0,3,.000,0,1,.000,0,0,nan,0,2,2,1,0,0,0,1,0,+8,0
Ramon Sessions,14:56,0,3,.000,0,0,nan,0,0,nan,0,0,0,1,0,0,1,0,0,-3,0
Ryan Hollins,7:31,2,2,1.000,0,0,nan,0,0,nan,0,1,1,1,0,1,1,0,4,+6,0
Ray McCallum,7:31,1,2,.500,0,1,.000,0,0,nan,0,1,1,3,0,0,1,0,2,+6,0
Quincy Miller,7:31,0,3,.000,0,2,.000,1,2,.500,0,1,1,0,2,0,0,0,1,+6,0
Derrick Williams,6:06,1,3,.333,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,2,-1,0
Team Totals,240,30,84,.357,3,18,.167,27,32,.844,14,36,50,15,10,3,16,19,90,nan,0
J.R. Smith,36:51,6,12,.500,4,10,.400,0,0,nan,0,3,3,5,4,0,2,3,16,+10,1
LeBron James,33:04,7,16,.438,1,4,.250,4,6,.667,0,3,3,7,4,2,6,1,19,+13,1
Kyrie Irving,31:42,8,13,.615,3,6,.500,2,4,.500,0,3,3,6,0,0,3,0,21,+19,1
Kevin Love,29:04,9,17,.529,2,5,.400,3,3,1.000,1,9,10,3,0,0,2,2,23,+23,1
Timofey Mozgov,20:38,3,4,.750,0,0,nan,1,3,.333,1,7,8,0,1,3,2,4,7,+11,1
Tristan Thompson,28:13,1,4,.250,0,0,nan,4,6,.667,3,6,9,0,0,0,0,2,6,0,1
Iman Shumpert,21:33,3,7,.429,1,4,.250,0,0,nan,0,3,3,1,2,0,1,3,7,-8,1
Matthew Dellavedova,16:18,1,4,.250,0,1,.000,0,0,nan,0,1,1,0,0,0,0,4,2,-8,1
Shawn Marion,15:18,0,2,.000,0,0,nan,0,0,nan,2,1,3,0,0,0,0,2,0,+8,1
Mike Miller,4:57,0,0,nan,0,0,nan,0,0,nan,0,1,1,0,0,0,1,2,0,-7,1
James Jones,2:22,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,1,0,-6,1
Brendan Haywood,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,30,84,.357,3,18,.167,27,32,.844,14,36,50,15,10,3,16,19,90,nan,240,1
