Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
Tim Hardaway,41:29,11,19,.579,5,10,.500,7,8,.875,2,2,4,8,2,0,1,4,34,+22,0
Courtney Lee,38:24,6,11,.545,3,6,.500,0,0,nan,0,10,10,3,2,0,1,4,15,+21,0
Kristaps Porzingis,35:48,13,27,.481,2,5,.400,4,5,.800,1,11,12,0,1,2,3,4,32,+21,0
Jarrett Jack,33:31,1,8,.125,0,2,.000,0,0,nan,0,3,3,9,1,1,2,2,2,+22,0
Enes Kanter,32:40,6,12,.500,0,0,nan,6,8,.750,5,7,12,0,1,1,3,3,18,+6,0
Frank Ntilikina,16:13,2,5,.400,1,3,.333,0,0,nan,1,2,3,3,2,0,1,4,5,-2,0
Lance Thomas,16:10,2,4,.500,1,1,1.000,0,0,nan,2,1,3,1,0,0,0,0,5,-2,0
Doug McDermott,13:37,1,1,1.000,1,1,1.000,0,0,nan,0,1,1,2,0,0,1,1,3,-6,0
Kyle O'Quinn,12:08,0,2,.000,0,0,nan,0,0,nan,0,3,3,1,0,2,2,4,0,+13,0
Damyean Dotson,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Willy Hernangomez,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Michael Beasley,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Ramon Sessions,Did Not Play,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
Team Totals,240,42,89,.472,13,28,.464,17,21,.810,11,40,51,27,9,6,14,26,114,nan,0
LeBron James,39:28,7,15,.467,1,4,.250,1,1,1.000,1,9,10,7,2,0,4,2,16,-17,1
Kevin Love,34:33,5,15,.333,3,8,.375,9,10,.900,4,7,11,1,1,0,2,4,22,-15,1
Derrick Rose,31:00,6,14,.429,0,2,.000,3,3,1.000,1,2,3,3,0,0,4,1,15,-22,1
J.R. Smith,28:41,3,9,.333,2,7,.286,3,4,.750,0,3,3,1,1,1,0,2,11,-24,1
Tristan Thompson,19:21,0,1,.000,0,0,nan,1,2,.500,0,0,0,0,0,1,1,4,1,-6,1
Dwyane Wade,23:57,3,7,.429,0,1,.000,0,0,nan,0,3,3,5,1,2,2,2,6,0,1
Kyle Korver,23:40,4,7,.571,3,5,.600,2,2,1.000,0,4,4,1,0,1,1,4,13,0,1
Jae Crowder,20:04,1,5,.200,1,4,.250,2,2,1.000,0,5,5,1,0,0,1,1,5,+1,1
Jeff Green,14:04,2,6,.333,0,1,.000,2,3,.667,1,1,2,0,0,0,0,3,6,-9,1
Cedi Osman,1:44,0,1,.000,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,-1,1
Channing Frye,1:44,0,1,.000,0,1,.000,0,0,nan,0,0,0,0,0,0,0,0,0,-1,1
Jose Calderon,1:44,0,0,nan,0,0,nan,0,0,nan,0,0,0,1,0,0,0,0,0,-1,1
Iman Shumpert,Did Not Dress,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
240,42,89,.472,13,28,.464,17,21,.810,11,40,51,27,9,6,14,26,114,nan,240,1
