Player,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Team
LeBron James,36:29,11,20,.550,1,2,.500,3,5,.600,1,5,6,7,2,1,6,2,26,-8,0
Dwyane Wade,34:49,10,19,.526,0,0,nan,4,7,.571,1,5,6,4,0,0,3,1,24,-13,0
Chris Bosh,34:01,5,14,.357,0,0,nan,2,2,1.000,8,8,16,2,0,0,2,2,12,-23,0
Shane Battier,28:19,1,4,.250,1,3,.333,0,0,nan,1,3,4,0,0,2,0,2,3,-1,0
Mario Chalmers,28:08,1,5,.200,1,3,.333,2,4,.500,0,2,2,3,1,0,2,3,5,-7,0
Ray Allen,19:53,1,6,.167,0,1,.000,0,0,nan,0,5,5,1,0,1,2,2,2,-18,0
Norris Cole,19:52,1,2,.500,0,0,nan,0,0,nan,1,3,4,0,0,0,3,1,2,-12,0
Josh Harrellson,17:47,2,5,.400,0,3,.000,1,2,.500,1,1,2,0,0,1,1,3,5,-12,0
Joel Anthony,7:43,0,0,nan,0,0,nan,0,0,nan,0,2,2,0,0,0,0,0,0,+5,0
Mike Miller,6:33,1,1,1.000,1,1,1.000,0,0,nan,0,2,2,0,0,0,0,1,3,-10,0
Terrel Harris,3:13,0,0,nan,0,0,nan,3,4,.750,0,2,2,1,0,0,1,0,3,+2,0
James Jones,3:13,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,0,0,0,+2,0
Team Totals,240,33,76,.434,4,13,.308,15,24,.625,13,38,51,18,3,5,20,17,85,nan,0
Brandon Jennings,41:36,8,16,.500,2,7,.286,7,7,1.000,1,1,2,7,4,0,0,2,25,+15,1
Monta Ellis,35:40,6,18,.333,2,4,.500,0,0,nan,0,3,3,9,5,0,1,3,14,+7,1
Luc Mbah a Moute,33:08,8,15,.533,1,1,1.000,2,3,.667,3,4,7,1,1,2,3,4,19,+19,1
Larry Sanders,32:09,8,11,.727,0,0,nan,0,0,nan,2,9,11,1,0,4,0,2,16,+26,1
Marquis Daniels,24:42,1,9,.111,0,1,.000,0,0,nan,0,4,4,0,2,0,0,2,2,+2,1
Mike Dunleavy,26:27,5,12,.417,3,7,.429,5,5,1.000,1,8,9,6,3,0,1,1,18,+25,1
Ersan Ilyasova,13:59,2,7,.286,0,0,nan,2,2,1.000,3,1,4,0,0,0,0,1,6,-5,1
Ekpe Udoh,13:35,0,3,.000,0,0,nan,0,0,nan,3,1,4,1,0,2,0,2,0,-10,1
Beno Udrih,12:42,1,3,.333,0,1,.000,0,0,nan,0,0,0,4,1,0,0,1,2,+16,1
John Henson,3:01,1,4,.250,0,0,nan,0,0,nan,1,0,1,0,0,0,0,1,2,0,1
Tobias Harris,3:01,0,0,nan,0,0,nan,0,0,nan,0,0,0,0,1,0,0,0,0,0,1
240,33,76,.434,4,13,.308,15,24,.625,13,38,51,18,3,5,20,17,85,nan,240,1
